Year,Current,2022,2021
Market Capitalization,299,362,348
Market Cap Growth,-,3.80%,-
Enterprise Value,299,362,348
PE Ratio,34.42,33.37,63.50
PB Ratio,-25.05,-25.05,-16.48
P/FCF Ratio,-616.56,-616.56,-284.72
P/OCF Ratio,-616.56,-616.56,-284.72
EV/EBITDA Ratio,27.54,33.37,63.39
EV/EBIT Ratio,27.54,33.37,63.39
EV/FCF Ratio,-616.55,-616.55,-284.23
Current Ratio,0.02,0.02,3.00
Return on Equity (ROE),-77.00%,-77.00%,-72.10%
Return on Assets (ROA),3.80%,3.80%,1.90%
Return on Capital (ROIC),3.80%,3.80%,1.90%
Earnings Yield,3.63%,3.00%,1.57%
FCF Yield,-0.20%,-0.16%,-0.35%
Buyback Yield / Dilution,-19.67%,-19.67%,-
Total Shareholder Return,-19.67%,-19.67%,-
