Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Market Capitalization,"31,214","7,443","7,797","5,530","3,578","4,104","4,232","2,482","2,776","1,705","1,216",Upgrade
Market Cap Growth,-,-4.54%,41.01%,54.54%,-12.82%,-3.02%,70.50%,-10.60%,62.85%,40.16%,87.23%,Upgrade
Enterprise Value,"38,911","13,111","17,380","11,347","7,488","6,242","9,042","7,069","6,686","6,238","5,745",Upgrade
PE Ratio,16.90,19.59,25.32,28.36,22.22,24.28,55.68,29.55,56.66,37.88,32.87,Upgrade
PS Ratio,8.97,2.43,2.87,2.49,1.85,2.16,2.49,1.78,2.34,1.64,1.13,Upgrade
PB Ratio,10.40,2.61,3.26,2.83,2.46,3.20,3.88,2.55,3.22,2.23,1.72,Upgrade
P/FCF Ratio,36.58,1.91,1.34,0.69,1.38,1.77,4.08,4.08,3.99,4.28,9.89,Upgrade
P/OCF Ratio,33.92,1.88,1.32,0.69,1.34,1.74,3.97,3.91,3.83,4.09,8.69,Upgrade
EV/Sales Ratio,11.19,4.27,6.40,5.12,3.87,3.28,5.31,5.06,5.62,5.98,5.34,Upgrade
EV/EBITDA Ratio,53.30,21.15,32.61,33.97,26.65,23.47,25.33,41.34,58.65,55.69,64.55,Upgrade
EV/EBIT Ratio,60.42,24.46,37.86,41.72,32.70,26.01,27.23,48.42,72.68,67.80,82.07,Upgrade
EV/FCF Ratio,45.62,3.36,2.99,1.42,2.89,2.69,8.72,11.63,9.62,15.67,46.71,Upgrade
Debt / Equity Ratio,3.64,3.20,5.00,5.18,4.68,3.69,6.00,6.69,6.39,7.57,8.12,Upgrade
Debt / EBITDA Ratio,14.96,14.68,22.47,30.27,24.17,17.80,18.32,38.08,48.34,51.80,64.52,Upgrade
Debt / FCF Ratio,12.80,2.33,2.06,1.26,2.62,2.04,6.31,10.71,7.93,14.58,46.68,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),16.50%,14.50%,13.80%,11.80%,11.60%,14.00%,7.20%,8.90%,6.10%,6.00%,5.80%,Upgrade
Return on Assets (ROA),0.40%,0.30%,0.30%,0.20%,0.20%,0.30%,0.10%,0.20%,0.10%,0.10%,0.10%,Upgrade
Return on Capital (ROIC),0.50%,0.40%,0.40%,0.30%,0.30%,0.40%,0.50%,0.30%,0.20%,0.20%,0.20%,Upgrade
Earnings Yield,1.46%,5.11%,3.95%,3.53%,4.50%,4.12%,1.80%,3.38%,1.76%,2.64%,3.04%,Upgrade
FCF Yield,2.73%,52.39%,74.63%,145.00%,72.44%,56.53%,24.50%,24.50%,25.03%,23.35%,10.11%,Upgrade
Dividend Yield,0.53%,0.54%,0.49%,0.58%,0.86%,0.72%,0.67%,1.08%,0.90%,1.35%,1.67%,Upgrade
Payout Ratio,8.90%,10.60%,12.20%,16.40%,19.00%,17.40%,36.70%,31.20%,50.00%,50.60%,54.10%,Upgrade
Buyback Yield / Dilution,-4.86%,-6.62%,-17.82%,-4.96%,-3.45%,-4.74%,-5.36%,-7.66%,-8.32%,-13.32%,-8.19%,Upgrade
Total Shareholder Return,-4.32%,-6.08%,-17.33%,-4.38%,-2.59%,-4.02%,-4.69%,-6.58%,-7.42%,-11.97%,-6.51%,Upgrade
