Year,Current,2022,2021
Market Capitalization,328,321,315
Market Cap Growth,-,1.72%,-
Enterprise Value,328,321,315
PE Ratio,114.33,116.94,-578.68
PB Ratio,-42.94,-42.94,-47.72
P/FCF Ratio,-1044.31,-1044.31,-259.79
P/OCF Ratio,-1044.31,-1044.31,-259.79
EV/EBITDA Ratio,119.51,116.95,-577.90
EV/EBIT Ratio,119.51,116.95,-577.90
EV/FCF Ratio,-1044.38,-1044.38,-259.44
Debt / Equity Ratio,-0.02,-0.02,0.00
Debt / EBITDA Ratio,0.05,0.05,-0.02
Debt / FCF Ratio,-0.49,-0.49,-0.01
Current Ratio,2.50,2.50,9.79
Return on Equity (ROE),-38.40%,-38.40%,16.90%
Return on Assets (ROA),1.10%,1.10%,-0.40%
Return on Capital (ROIC),1.10%,1.10%,-0.40%
Earnings Yield,0.84%,0.86%,-0.17%
FCF Yield,-0.09%,-0.10%,-0.38%
Buyback Yield / Dilution,-52.19%,-52.19%,-
Total Shareholder Return,-52.19%,-52.19%,-
