Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"12,068","10,725","14,945","10,081","14,536","16,028","24,823","20,493","22,871","34,147","32,109",Upgrade
Market Cap Growth,-,-28.24%,48.25%,-30.65%,-9.31%,-35.43%,21.13%,-10.40%,-33.02%,6.35%,20.76%,Upgrade
Enterprise Value,"18,792","15,305","17,886","12,529","9,326","9,846","17,171","14,093","16,658","28,700","28,081",Upgrade
PE Ratio,14.47,8.30,8.16,12.62,12.16,20.97,14.63,11.87,11.24,14.32,14.93,Upgrade
PS Ratio,1.53,1.30,1.77,1.81,2.56,2.58,3.88,3.10,2.88,4.02,4.02,Upgrade
PB Ratio,1.02,0.94,1.33,1.00,1.47,1.62,1.97,1.72,1.93,2.95,3.19,Upgrade
P/FCF Ratio,9.21,5.75,12.82,10.29,417.70,7.55,23.41,12.57,10.48,16.38,16.27,Upgrade
P/OCF Ratio,8.61,5.48,12.00,9.31,54.14,7.19,21.86,11.86,10.16,15.97,15.77,Upgrade
EV/Sales Ratio,2.39,1.85,2.12,2.25,1.64,1.59,2.69,2.13,2.10,3.38,3.52,Upgrade
EV/EBITDA Ratio,10.72,6.87,6.74,9.85,5.07,4.03,6.46,5.26,5.19,7.86,8.55,Upgrade
EV/EBIT Ratio,14.91,8.57,7.89,11.79,5.62,4.31,6.85,5.60,5.56,8.37,9.20,Upgrade
EV/FCF Ratio,14.39,8.20,15.34,12.79,267.99,4.64,16.19,8.65,7.63,13.77,14.23,Upgrade
Debt / Equity Ratio,0.93,0.82,0.68,0.64,0.08,0.07,0.09,0.17,0.18,0.19,0.23,Upgrade
Debt / EBITDA Ratio,6.30,4.20,2.86,5.06,0.41,0.30,0.41,0.78,0.67,0.59,0.70,Upgrade
Debt / FCF Ratio,8.45,5.02,6.51,6.57,21.49,0.34,1.03,1.28,0.99,1.03,1.16,Upgrade
Asset Turnover,0.28,0.31,0.37,0.33,0.40,0.38,0.37,0.41,0.48,0.52,0.53,Upgrade
Return on Equity (ROE),7.30%,11.20%,17.00%,7.90%,12.10%,7.40%,13.80%,14.60%,17.20%,21.20%,22.50%,Upgrade
Return on Assets (ROA),3.00%,4.90%,8.10%,4.80%,8.40%,4.70%,9.90%,10.80%,12.40%,14.70%,14.40%,Upgrade
Return on Capital (ROIC),5.50%,8.60%,14.70%,11.70%,27.20%,31.60%,32.60%,32.80%,36.60%,38.50%,33.40%,Upgrade
Earnings Yield,7.06%,12.05%,12.25%,7.93%,8.23%,4.77%,6.84%,8.43%,8.90%,6.98%,6.70%,Upgrade
FCF Yield,10.85%,17.40%,7.80%,9.72%,0.24%,13.25%,4.27%,7.95%,9.55%,6.11%,6.15%,Upgrade
Dividend Yield,4.90%,5.39%,3.77%,5.31%,3.60%,12.89%,1.80%,2.02%,1.61%,0.88%,2.75%,Upgrade
Payout Ratio,71.10%,45.80%,31.30%,67.90%,44.30%,282.00%,26.60%,24.50%,18.20%,12.70%,41.20%,Upgrade
Buyback Yield / Dilution,0.35%,0.89%,-1.51%,1.65%,4.44%,5.49%,3.20%,6.14%,1.83%,1.56%,0.41%,Upgrade
Total Shareholder Return,5.26%,6.28%,2.25%,6.96%,8.04%,18.39%,4.99%,8.17%,3.45%,2.44%,3.16%,Upgrade
