Year,Current,2022,2021
Market Capitalization,320,311,-
Enterprise Value,318,309,0
PE Ratio,87.08,215.86,-
PB Ratio,-50.72,-51.28,-
P/FCF Ratio,-,-333.51,-
P/OCF Ratio,-,-333.51,-
EV/EBITDA Ratio,-,214.65,-13.52
EV/EBIT Ratio,-,214.65,-13.52
EV/FCF Ratio,-,-331.65,-
Debt / Equity Ratio,-,-,13.37
Debt / EBITDA Ratio,-,-,-13.52
Current Ratio,14.32,14.69,0
Return on Equity (ROE),-,-47.60%,-
Return on Assets (ROA),-,1.20%,-
Return on Capital (ROIC),-,1.20%,-
Earnings Yield,1.19%,0.46%,-
FCF Yield,-0.30%,-,
Buyback Yield / Dilution,-360.00%,-89.93%,-
Total Shareholder Return,-360.00%,-89.93%,-
