Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"4,632","4,586","4,618","4,249","4,990","4,316","4,180","5,773","5,419","5,222","5,438",Upgrade
Market Cap Growth,-,-0.68%,8.68%,-14.86%,15.63%,3.27%,-27.60%,6.52%,3.78%,-3.97%,28.42%,Upgrade
Enterprise Value,"4,980","4,908","4,730","4,196","5,338","3,828","4,192","5,524","5,236","5,003","5,446",Upgrade
PE Ratio,20.97,23.78,7.85,-28.20,17.67,10899.08,-10.05,12.40,9.01,6.78,7.95,Upgrade
PS Ratio,0.89,0.89,0.87,0.88,0.97,0.85,0.91,1.44,1.31,1.20,1.30,Upgrade
PB Ratio,0.94,0.99,0.85,0.80,0.90,0.86,0.78,0.92,0.92,0.90,0.94,Upgrade
P/FCF Ratio,5.97,6.63,4.14,12.37,25.08,400.63,16.12,14.19,6.85,6.06,4.96,Upgrade
P/OCF Ratio,5.97,6.63,4.14,12.37,25.08,400.63,16.12,14.19,6.85,6.06,4.96,Upgrade
EV/Sales Ratio,0.95,0.96,0.89,0.87,1.03,0.75,0.91,1.38,1.27,1.15,1.30,Upgrade
EV/EBITDA Ratio,11.75,13.03,5.84,517.92,10.88,42.18,-14.44,9.27,7.25,5.34,6.64,Upgrade
EV/EBIT Ratio,13.98,15.92,6.36,-72.72,12.85,47.28,-13.03,9.67,7.53,5.49,6.84,Upgrade
EV/FCF Ratio,6.37,7.09,4.24,12.21,26.82,355.33,16.17,13.58,6.62,5.80,4.96,Upgrade
Debt / Equity Ratio,0.30,0.32,0.26,0.27,0.35,0.27,0.26,0.16,0.17,0.17,0.17,Upgrade
Debt / EBITDA Ratio,3.53,3.97,1.77,178.99,3.92,14.79,-4.74,1.67,1.37,1.06,1.21,Upgrade
Debt / FCF Ratio,1.92,2.16,1.28,4.22,9.67,124.57,5.31,2.44,1.25,1.15,0.91,Upgrade
Asset Turnover,0.19,0.19,0.19,0.19,0.20,0.21,0.21,0.19,0.20,0.21,0.21,Upgrade
Return on Equity (ROE),4.80%,4.10%,11.00%,-2.90%,5.10%,0.00%,-7.30%,7.70%,10.20%,13.20%,11.90%,Upgrade
Return on Assets (ROA),0.80%,0.70%,2.10%,-0.60%,1.10%,0.00%,-1.90%,2.20%,2.90%,3.70%,3.50%,Upgrade
Return on Capital (ROIC),1.30%,1.10%,2.70%,-0.20%,1.60%,0.30%,-1.50%,2.70%,3.50%,4.40%,4.00%,Upgrade
Earnings Yield,4.80%,4.20%,12.74%,-3.55%,5.66%,0.01%,-9.95%,8.06%,11.10%,14.76%,12.58%,Upgrade
FCF Yield,16.76%,15.09%,24.14%,8.08%,3.99%,0.25%,6.20%,7.05%,14.60%,16.51%,20.17%,Upgrade
Dividend Yield,3.20%,3.23%,3.12%,3.27%,2.73%,3.06%,3.08%,2.27%,2.24%,2.23%,2.16%,Upgrade
Payout Ratio,66.20%,76.20%,24.30%,-92.20%,47.80%,-,-31.00%,27.90%,20.00%,14.90%,16.90%,Upgrade
Buyback Yield / Dilution,-0.05%,-0.44%,-1.22%,0.25%,-0.55%,0.12%,8.13%,8.11%,5.76%,8.34%,6.73%,Upgrade
Total Shareholder Return,3.13%,2.79%,1.90%,3.52%,2.17%,3.18%,11.20%,10.38%,8.00%,10.56%,8.90%,Upgrade
