Year,Current,2022,2021
Market Capitalization,464,449,414
Market Cap Growth,-,8.39%,-
Enterprise Value,463,448,412
PE Ratio,30.00,29.32,164.20
PB Ratio,-33.67,-33.67,-16.45
P/FCF Ratio,-185.02,-185.02,-363.10
P/OCF Ratio,-185.02,-185.02,-363.10
EV/EBITDA Ratio,28.53,27.61,163.42
EV/EBIT Ratio,28.53,27.61,163.42
EV/FCF Ratio,-184.71,-184.71,-361.38
Current Ratio,1.57,1.57,6.66
Return on Equity (ROE),-100.00%,-100.00%,-20.10%
Return on Assets (ROA),4.40%,4.40%,1.50%
Return on Capital (ROIC),4.70%,4.70%,1.50%
Earnings Yield,3.30%,3.41%,0.61%
FCF Yield,-0.52%,-0.54%,-0.28%
Buyback Yield / Dilution,-139.82%,-139.82%,-
Total Shareholder Return,-139.82%,-139.82%,-
