Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,162,188,167,183,250,189,218,239,202,237,246,Upgrade
Market Cap Growth,-,12.35%,-8.84%,-26.71%,32.58%,-13.57%,-8.65%,18.62%,-14.90%,-3.64%,71.16%,Upgrade
Enterprise Value,353,406,38,132,373,429,363,295,316,329,319,Upgrade
PE Ratio,8.78,10.78,10.43,12.06,15.97,12.84,22.35,19.17,14.50,16.21,17.45,Upgrade
PS Ratio,2.46,2.91,2.75,3.18,4.28,3.40,4.04,4.58,3.92,4.53,5.14,Upgrade
PB Ratio,0.93,1.12,0.97,1.12,1.62,1.32,1.58,1.73,1.48,1.74,1.92,Upgrade
P/FCF Ratio,5.90,7.94,9.96,9.33,21.50,12.37,17.21,19.84,14.98,14.86,19.81,Upgrade
P/OCF Ratio,5.82,7.86,9.33,8.34,17.81,10.93,12.34,14.84,12.81,12.64,14.18,Upgrade
EV/Sales Ratio,5.36,6.29,0.62,2.28,6.37,7.72,6.71,5.65,6.16,6.29,6.68,Upgrade
EV/EBITDA Ratio,13.31,16.12,1.60,6.00,16.92,21.09,17.96,14.31,14.85,15.06,16.62,Upgrade
EV/EBIT Ratio,15.32,18.83,1.91,7.06,19.81,24.47,21.06,17.26,17.94,17.86,18.20,Upgrade
EV/FCF Ratio,12.84,17.17,2.26,6.71,32.01,28.09,28.59,24.45,23.53,20.63,25.71,Upgrade
Debt / Equity Ratio,1.34,1.54,0.78,0.99,1.10,2.14,1.24,0.72,1.01,0.82,0.77,Upgrade
Debt / EBITDA Ratio,8.76,10.27,5.67,7.36,7.76,15.09,8.50,4.82,6.46,5.13,5.10,Upgrade
Debt / FCF Ratio,8.45,10.94,8.02,8.23,14.69,20.10,13.53,8.23,10.24,7.02,7.89,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),11.10%,10.50%,9.50%,9.50%,10.30%,10.50%,7.00%,9.00%,10.20%,10.80%,11.90%,Upgrade
Return on Assets (ROA),0.90%,0.90%,0.80%,0.80%,0.90%,0.90%,0.70%,0.90%,1.10%,1.20%,1.30%,Upgrade
Return on Capital (ROIC),1.10%,1.10%,1.10%,1.10%,1.00%,1.00%,1.20%,1.20%,1.30%,1.40%,1.50%,Upgrade
Earnings Yield,11.48%,9.28%,9.59%,8.29%,6.26%,7.79%,4.47%,5.22%,6.90%,6.17%,5.73%,Upgrade
FCF Yield,16.95%,12.60%,10.04%,10.72%,4.65%,8.09%,5.81%,5.04%,6.67%,6.73%,5.05%,Upgrade
Dividend Yield,5.57%,4.81%,5.41%,4.92%,3.58%,4.67%,4.05%,3.72%,4.45%,3.82%,3.82%,Upgrade
Payout Ratio,48.50%,51.80%,56.40%,59.30%,56.50%,60.00%,90.10%,71.20%,64.60%,62.00%,66.80%,Upgrade
Buyback Yield / Dilution,-3.70%,0.03%,-0.25%,0.97%,-1.11%,0.33%,0.63%,0.77%,0.91%,-9.19%,-14.93%,Upgrade
Total Shareholder Return,1.87%,4.84%,5.16%,5.88%,2.47%,5.00%,4.68%,4.49%,5.36%,-5.37%,-11.10%,Upgrade
