Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,125,147,172,142,160,127,120,100,86,75,61,Upgrade
Market Cap Growth,-,-14.15%,20.95%,-11.33%,26.11%,5.44%,20.91%,16.12%,14.95%,21.98%,68.48%,Upgrade
Enterprise Value,239,218,164,165,258,254,256,247,214,142,137,Upgrade
PE Ratio,7.12,7.10,7.62,9.93,9.93,11.85,35.26,13.67,9.97,9.74,14.03,Upgrade
PS Ratio,1.78,2.00,2.23,2.27,2.83,2.42,2.40,2.11,1.73,1.55,1.27,Upgrade
PB Ratio,0.97,1.16,1.15,1.09,1.39,1.28,1.32,1.09,0.98,0.93,0.82,Upgrade
P/FCF Ratio,6.76,8.17,5.79,7.33,9.29,9.07,10.72,8.11,6.87,6.08,3.48,Upgrade
P/OCF Ratio,6.43,7.27,5.68,6.75,8.26,7.79,9.65,7.36,6.43,5.50,3.02,Upgrade
EV/Sales Ratio,3.43,2.96,2.13,2.64,4.56,4.84,5.11,5.24,4.30,2.95,2.85,Upgrade
EV/EBITDA Ratio,10.37,8.00,5.39,8.36,11.72,17.92,19.61,19.31,14.26,10.57,15.03,Upgrade
EV/EBIT Ratio,11.43,8.68,5.82,9.44,12.93,20.52,22.62,22.43,16.21,12.16,18.56,Upgrade
EV/FCF Ratio,13.04,12.08,5.54,8.52,14.96,18.17,22.80,20.15,17.12,11.59,7.81,Upgrade
Debt / Equity Ratio,1.16,1.21,1.02,1.56,1.53,1.70,2.17,1.91,1.79,1.37,1.41,Upgrade
Debt / EBITDA Ratio,6.46,5.66,5.00,10.31,8.00,11.94,15.20,13.57,10.43,8.21,11.45,Upgrade
Debt / FCF Ratio,8.13,8.55,5.14,10.51,10.21,12.10,17.68,14.16,12.52,9.00,5.95,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),14.10%,16.60%,16.20%,11.60%,14.60%,11.30%,3.60%,8.00%,10.10%,9.60%,5.70%,Upgrade
Return on Assets (ROA),0.90%,1.10%,1.30%,0.90%,1.10%,0.70%,0.20%,0.60%,0.70%,0.70%,0.40%,Upgrade
Return on Capital (ROIC),1.10%,1.30%,1.60%,1.00%,1.20%,0.80%,0.70%,0.80%,1.00%,1.00%,0.60%,Upgrade
Earnings Yield,14.06%,14.08%,13.12%,10.07%,10.07%,8.44%,2.84%,7.31%,10.03%,10.26%,7.13%,Upgrade
FCF Yield,14.80%,12.24%,17.28%,13.65%,10.77%,11.02%,9.33%,12.33%,14.56%,16.46%,28.76%,Upgrade
Dividend Yield,3.68%,3.00%,2.19%,2.22%,1.80%,1.75%,1.29%,1.18%,1.26%,1.39%,1.22%,Upgrade
Payout Ratio,26.50%,21.40%,16.70%,22.00%,17.90%,21.60%,47.70%,16.20%,12.60%,13.60%,17.10%,Upgrade
Buyback Yield / Dilution,1.34%,1.64%,1.82%,0.72%,-4.00%,-0.04%,0.83%,0.65%,0.00%,-,-0.00%,Upgrade
Total Shareholder Return,5.06%,4.65%,4.01%,2.94%,-2.20%,1.71%,2.12%,1.82%,1.26%,1.39%,1.22%,Upgrade
