Year,Current,2022,2021
Market Capitalization,171,495,468
Market Cap Growth,-,5.78%,-
Enterprise Value,171,495,468
PE Ratio,124.44,112.32,-16284.12
PB Ratio,-33.49,-33.49,-32.90
P/FCF Ratio,-2298.81,-2298.81,-655.74
P/OCF Ratio,-2298.81,-2298.81,-655.74
EV/EBITDA Ratio,38.68,112.29,-16272.14
EV/EBIT Ratio,38.68,112.29,-16272.14
EV/FCF Ratio,-2298.21,-2298.21,-655.26
Current Ratio,0.78,0.78,13.33
Return on Equity (ROE),-30.50%,-30.50%,-
Return on Assets (ROA),1.20%,1.20%,-
Return on Capital (ROIC),1.20%,1.20%,-
Earnings Yield,2.58%,0.89%,-0.01%
FCF Yield,-0.13%,-0.04%,-0.15%
Buyback Yield / Dilution,-149.89%,-149.89%,-
Total Shareholder Return,-149.89%,-149.89%,-
