Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,431,443,536,406,259,381,329,275,213,196,219,Upgrade
Market Cap Growth,-,-17.24%,31.89%,56.53%,-31.86%,15.90%,19.65%,29.20%,8.46%,-10.52%,13.13%,Upgrade
Enterprise Value,718,733,782,555,310,435,437,345,307,315,276,Upgrade
PE Ratio,11.97,12.47,5.24,9.57,-35.86,4.67,5.41,6.13,8.55,3.90,-164.75,Upgrade
PS Ratio,5.26,5.44,7.38,7.17,4.19,6.38,5.63,5.29,4.17,4.71,6.04,Upgrade
PB Ratio,0.97,1.01,1.20,1.06,0.70,0.94,0.93,0.91,0.76,0.72,0.99,Upgrade
P/FCF Ratio,-98.42,-98.42,14.63,-13.66,7.35,4.07,-11.05,8.42,52.06,-2.01,-6.51,Upgrade
P/OCF Ratio,-98.42,-98.42,14.63,-13.66,7.35,4.07,-11.05,8.42,52.06,-2.01,-6.51,Upgrade
EV/Sales Ratio,8.80,8.98,10.78,9.80,5.00,7.29,7.49,6.66,6.03,7.56,7.61,Upgrade
EV/EBITDA Ratio,13.96,14.25,6.78,11.84,-94.53,4.96,6.75,7.15,10.58,5.85,369.69,Upgrade
EV/EBIT Ratio,13.96,14.25,6.78,11.84,-94.53,4.96,6.75,7.15,10.58,5.85,369.69,Upgrade
EV/FCF Ratio,-162.67,-162.67,21.38,-18.67,8.77,4.65,-14.70,10.59,75.21,-3.23,-8.21,Upgrade
Debt / Equity Ratio,0.67,0.67,0.59,0.40,0.15,0.14,0.32,0.25,0.36,0.45,0.30,Upgrade
Debt / EBITDA Ratio,5.69,5.69,2.26,3.23,-16.57,0.66,1.74,1.55,3.45,2.30,89.41,Upgrade
Debt / FCF Ratio,-64.97,-64.97,7.14,-5.09,1.54,0.62,-3.79,2.29,24.52,-1.27,-1.98,Upgrade
Asset Turnover,0.11,0.11,0.10,0.09,0.10,0.09,0.11,0.10,0.10,0.10,0.11,Upgrade
Return on Equity (ROE),8.00%,8.00%,23.40%,11.50%,-1.80%,20.40%,18.10%,15.10%,9.10%,21.10%,-0.60%,Upgrade
Return on Assets (ROA),4.70%,4.70%,13.90%,6.90%,-1.20%,12.70%,10.90%,8.90%,5.00%,12.60%,-0.40%,Upgrade
Return on Capital (ROIC),5.00%,5.00%,12.10%,6.50%,-0.50%,12.10%,10.30%,8.50%,4.90%,11.00%,0.20%,Upgrade
Earnings Yield,8.29%,8.02%,19.10%,10.45%,-2.79%,21.43%,18.47%,16.30%,11.70%,25.63%,-0.61%,Upgrade
FCF Yield,-1.05%,-1.02%,6.83%,-7.32%,13.61%,24.59%,-9.05%,11.87%,1.92%,-49.79%,-15.35%,Upgrade
Dividend Yield,10.97%,10.60%,7.25%,7.60%,13.07%,8.01%,8.78%,8.27%,10.71%,9.80%,8.59%,Upgrade
Payout Ratio,131.80%,131.80%,38.00%,72.70%,-469.10%,37.30%,47.60%,50.70%,91.70%,38.30%,-1420.00%,Upgrade
Buyback Yield / Dilution,-0.32%,-0.32%,-0.09%,-0.95%,-0.18%,-1.67%,-6.60%,-0.01%,-13.51%,-0.72%,-9.45%,Upgrade
Total Shareholder Return,10.72%,10.27%,7.17%,6.65%,12.90%,6.34%,2.18%,8.26%,-2.80%,9.08%,-0.87%,Upgrade
