Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,365,391,424,257,468,339,365,325,305,229,235,Upgrade
Market Cap Growth,-,-7.73%,64.75%,-45.07%,38.33%,-7.11%,12.04%,6.72%,33.39%,-2.76%,16.98%,Upgrade
Enterprise Value,"1,429","1,415","1,165",842,"1,001",874,937,904,817,590,531,Upgrade
PE Ratio,7.30,5.97,11.13,35.70,15.36,8.23,13.77,16.10,12.63,16.35,14.42,Upgrade
PS Ratio,4.21,4.83,6.19,4.63,7.52,4.16,5.18,5.52,5.09,5.45,5.31,Upgrade
PB Ratio,1.06,1.21,1.14,0.72,1.37,1.11,1.16,1.16,0.97,0.74,1.16,Upgrade
P/FCF Ratio,34.66,20.25,12.51,16.68,26.22,9.45,5.54,6.45,10.37,-35.97,191.78,Upgrade
P/OCF Ratio,30.41,18.51,12.49,16.24,26.03,13.19,21.27,21.36,15.73,13.10,16.51,Upgrade
EV/Sales Ratio,16.46,17.45,17.01,15.16,16.07,10.74,13.31,15.33,13.63,14.08,12.00,Upgrade
EV/EBITDA Ratio,13.88,14.33,18.53,26.88,17.16,12.74,14.64,17.71,17.04,18.43,16.89,Upgrade
EV/EBIT Ratio,14.22,14.74,19.38,29.53,18.12,13.43,15.94,20.46,19.72,22.53,21.50,Upgrade
EV/FCF Ratio,135.51,73.22,34.36,54.57,56.05,24.40,14.23,17.92,27.78,-92.91,433.46,Upgrade
Debt / Equity Ratio,3.35,3.45,2.40,1.97,1.69,1.87,2.05,2.17,1.72,1.36,1.55,Upgrade
Debt / EBITDA Ratio,11.19,11.31,14.20,22.59,9.88,8.29,10.06,11.88,11.23,13.17,10.00,Upgrade
Debt / FCF Ratio,109.23,57.77,26.34,45.86,32.25,15.88,9.78,12.02,18.30,-66.42,256.50,Upgrade
Asset Turnover,0.06,0.06,0.05,0.05,0.06,0.08,0.07,0.06,0.07,0.06,0.09,Upgrade
Return on Equity (ROE),17.20%,20.20%,10.60%,2.10%,9.30%,14.10%,8.70%,6.00%,8.10%,4.80%,8.90%,Upgrade
Return on Assets (ROA),3.70%,4.50%,3.00%,0.70%,3.00%,4.10%,2.50%,2.20%,3.00%,2.00%,3.40%,Upgrade
Return on Capital (ROIC),4.10%,4.10%,3.10%,1.70%,3.60%,4.10%,3.60%,3.10%,3.20%,2.60%,3.40%,Upgrade
Earnings Yield,15.35%,16.76%,8.99%,2.80%,6.51%,12.15%,7.26%,6.21%,7.92%,6.12%,6.93%,Upgrade
FCF Yield,2.89%,4.94%,7.99%,5.99%,3.81%,10.58%,18.06%,15.51%,9.65%,-2.78%,0.52%,Upgrade
Dividend Yield,16.79%,9.88%,7.31%,7.18%,6.46%,8.86%,8.21%,9.25%,9.88%,13.00%,9.24%,Upgrade
Payout Ratio,80.10%,65.60%,96.00%,435.00%,119.00%,83.30%,113.60%,147.00%,147.00%,199.90%,125.00%,Upgrade
Buyback Yield / Dilution,-0.26%,-6.61%,-2.25%,-0.09%,-0.87%,-0.22%,0.48%,0.12%,-1.38%,-36.77%,-16.29%,Upgrade
Total Shareholder Return,16.53%,3.27%,5.06%,7.09%,5.59%,8.64%,8.69%,9.37%,8.50%,-23.77%,-7.04%,Upgrade
