Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,357,663,907,696,854,605,708,621,334,241,220,Upgrade
Market Cap Growth,-,-26.99%,30.38%,-18.55%,41.12%,-14.53%,14.11%,86.07%,38.57%,9.31%,28.94%,Upgrade
Enterprise Value,"1,647","1,795","1,137","1,027","1,353","1,119","1,234",855,767,581,477,Upgrade
PE Ratio,3.99,7.09,10.42,10.16,12.84,11.40,21.39,26.01,16.34,13.40,11.29,Upgrade
PS Ratio,1.49,2.66,3.85,3.41,4.23,3.65,4.96,5.19,3.34,2.79,2.58,Upgrade
PB Ratio,0.51,0.98,1.25,1.00,1.30,1.23,1.55,1.82,1.25,1.24,1.34,Upgrade
P/FCF Ratio,4.11,7.53,8.65,9.53,5.03,8.79,15.28,25.69,11.27,21.10,5.42,Upgrade
P/OCF Ratio,3.85,7.02,8.53,8.83,4.90,8.38,14.44,24.30,9.47,13.63,4.69,Upgrade
EV/Sales Ratio,6.87,7.22,4.82,5.03,6.70,6.74,8.64,7.15,7.67,6.74,5.59,Upgrade
EV/EBITDA Ratio,14.82,15.13,9.78,11.33,15.11,15.91,22.89,22.51,24.02,20.73,15.76,Upgrade
EV/EBIT Ratio,16.71,17.00,11.10,13.11,16.95,17.61,25.73,26.13,27.61,23.96,17.73,Upgrade
EV/FCF Ratio,18.99,20.41,10.84,14.08,7.97,16.26,26.60,35.38,25.91,50.93,11.74,Upgrade
Debt / Equity Ratio,2.03,1.86,1.15,0.85,0.92,1.20,1.32,0.89,1.81,1.97,1.76,Upgrade
Debt / EBITDA Ratio,12.85,10.61,7.12,6.51,6.77,8.36,11.17,8.03,15.10,13.69,9.54,Upgrade
Debt / FCF Ratio,16.47,14.31,7.90,8.09,3.57,8.54,12.98,12.62,16.28,33.64,7.10,Upgrade
Asset Turnover,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,Upgrade
Return on Equity (ROE),13.10%,14.10%,12.30%,10.40%,10.50%,11.20%,8.50%,7.80%,8.80%,9.70%,12.00%,Upgrade
Return on Assets (ROA),1.10%,1.20%,1.30%,1.20%,1.30%,1.30%,0.90%,0.80%,0.80%,0.90%,1.10%,Upgrade
Return on Capital (ROIC),1.10%,1.20%,1.50%,1.30%,1.50%,1.40%,1.30%,1.00%,1.00%,1.10%,1.40%,Upgrade
Earnings Yield,24.69%,14.10%,9.60%,9.84%,7.79%,8.77%,4.67%,3.84%,6.12%,7.46%,8.86%,Upgrade
FCF Yield,24.31%,13.27%,11.56%,10.49%,19.87%,11.37%,6.55%,3.89%,8.87%,4.74%,18.45%,Upgrade
Dividend Yield,7.90%,4.11%,2.54%,3.03%,2.32%,2.45%,1.73%,1.43%,1.54%,1.95%,2.10%,Upgrade
Payout Ratio,31.20%,29.00%,26.60%,30.80%,28.80%,27.80%,33.30%,33.40%,22.00%,25.80%,23.50%,Upgrade
Buyback Yield / Dilution,-0.03%,-0.95%,0.82%,2.42%,-17.21%,-0.38%,-14.93%,-23.87%,-29.55%,-5.92%,-0.02%,Upgrade
Total Shareholder Return,7.87%,3.16%,3.36%,5.45%,-14.89%,2.08%,-13.20%,-22.44%,-28.02%,-3.97%,2.07%,Upgrade
