Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"9,365","10,238","14,847","11,480","12,475","8,653","10,719","9,235","9,622","9,574","8,103",Upgrade
Market Cap Growth,-,-31.05%,29.33%,-7.98%,44.17%,-19.27%,16.06%,-4.01%,0.50%,18.15%,52.70%,Upgrade
Enterprise Value,"10,550","11,608","13,997","11,837","12,379","8,232","10,368","9,173","11,635","11,677","7,457",Upgrade
PE Ratio,13.78,9.01,6.13,8.05,11.75,13.78,13.90,14.21,18.26,16.42,20.16,Upgrade
PS Ratio,0.85,0.89,0.95,1.07,1.47,1.14,1.40,1.27,1.44,1.19,0.95,Upgrade
PB Ratio,1.50,1.67,1.58,1.38,2.32,1.87,2.41,1.54,1.67,1.60,1.60,Upgrade
P/FCF Ratio,1.86,2.43,3.75,7.82,12.12,9.82,18.11,10.52,12.56,24.93,23.90,Upgrade
P/OCF Ratio,1.81,2.35,3.63,7.27,11.13,9.18,14.54,7.95,10.12,16.12,16.74,Upgrade
EV/Sales Ratio,0.97,1.00,0.89,1.10,1.46,1.08,1.35,1.26,1.75,1.46,0.87,Upgrade
EV/EBITDA Ratio,6.98,5.41,3.59,5.54,7.76,8.46,7.18,6.15,9.06,7.80,8.20,Upgrade
EV/EBIT Ratio,9.92,7.04,4.31,6.44,8.74,10.41,9.84,8.65,13.31,11.43,10.65,Upgrade
EV/FCF Ratio,2.12,2.75,3.54,8.06,12.03,9.34,17.51,10.45,15.19,30.41,22.00,Upgrade
Debt / Equity Ratio,0.66,0.60,0.37,0.37,0.24,0.18,0.17,0.16,0.49,0.47,0.26,Upgrade
Debt / EBITDA Ratio,2.72,1.70,0.90,1.44,0.80,0.86,0.53,0.66,2.18,1.87,1.46,Upgrade
Debt / FCF Ratio,0.83,0.87,0.89,2.10,1.24,0.95,1.28,1.12,3.65,7.30,3.90,Upgrade
Asset Turnover,0.17,0.19,0.28,0.27,0.83,0.82,0.64,0.51,0.48,0.55,0.85,Upgrade
Return on Equity (ROE),11.00%,17.10%,27.10%,21.20%,21.00%,13.70%,14.20%,11.10%,9.00%,9.80%,8.80%,Upgrade
Return on Assets (ROA),1.10%,1.80%,4.30%,3.60%,10.40%,6.80%,6.40%,4.50%,3.80%,4.00%,4.00%,Upgrade
Return on Capital (ROIC),1.90%,3.00%,6.70%,5.50%,21.80%,15.50%,14.90%,11.10%,9.60%,10.70%,9.80%,Upgrade
Earnings Yield,7.34%,11.10%,16.31%,12.43%,8.51%,7.26%,7.19%,7.04%,5.48%,6.09%,4.96%,Upgrade
FCF Yield,53.66%,41.19%,26.67%,12.79%,8.25%,10.18%,5.52%,9.51%,7.96%,4.01%,4.18%,Upgrade
Dividend Yield,5.17%,4.79%,3.02%,3.36%,2.80%,3.86%,3.28%,3.33%,3.06%,1.44%,1.91%,Upgrade
Payout Ratio,71.80%,42.90%,18.40%,26.90%,32.40%,52.20%,41.80%,36.70%,41.00%,94.80%,37.70%,Upgrade
Buyback Yield / Dilution,4.24%,3.48%,-0.35%,-3.25%,0.36%,19.42%,1.43%,4.89%,-94.71%,19.57%,-3.98%,Upgrade
Total Shareholder Return,9.47%,8.27%,2.67%,0.11%,3.16%,23.28%,4.71%,8.23%,-91.65%,21.02%,-2.07%,Upgrade
