Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,754,"1,124","1,225","1,054","1,367","1,146","1,237","1,423",837,816,756,Upgrade
Market Cap Growth,-,-8.29%,16.23%,-22.89%,19.29%,-7.34%,-13.11%,70.09%,2.51%,8.00%,32.76%,Upgrade
Enterprise Value,"1,074","1,393","1,353","1,010","1,965","2,240","2,316","2,351","1,489","1,301","1,209",Upgrade
PE Ratio,9.26,13.22,13.73,13.59,16.73,13.92,23.56,23.99,14.33,15.69,14.86,Upgrade
PS Ratio,2.48,3.68,4.02,3.74,4.80,4.02,4.64,5.81,3.53,3.52,3.36,Upgrade
PB Ratio,1.16,1.82,1.68,1.47,2.07,1.85,2.15,2.60,1.63,1.67,1.66,Upgrade
P/FCF Ratio,8.12,11.78,10.51,10.88,14.23,12.39,24.28,19.06,10.93,11.87,9.78,Upgrade
P/OCF Ratio,7.38,10.87,10.11,10.40,13.45,10.68,14.37,15.67,10.11,10.52,9.03,Upgrade
EV/Sales Ratio,3.53,4.56,4.44,3.58,6.90,7.85,8.70,9.59,6.27,5.60,5.38,Upgrade
EV/EBITDA Ratio,9.25,11.50,10.74,9.25,17.16,19.41,21.99,24.67,15.53,15.26,15.21,Upgrade
EV/EBIT Ratio,10.26,12.71,11.82,10.36,19.12,21.52,24.35,27.22,17.04,16.80,16.88,Upgrade
EV/FCF Ratio,11.56,14.61,11.61,10.42,20.45,24.22,45.47,31.48,19.45,18.93,15.65,Upgrade
Debt / Equity Ratio,0.60,0.56,0.26,0.48,1.11,1.90,2.02,1.81,1.38,1.11,1.18,Upgrade
Debt / EBITDA Ratio,3.36,2.87,1.51,3.15,6.43,10.18,11.05,10.40,7.41,6.35,6.74,Upgrade
Debt / FCF Ratio,4.20,3.64,1.64,3.55,7.66,12.70,22.85,13.28,9.28,7.87,6.94,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,Upgrade
Return on Equity (ROE),13.20%,13.80%,12.40%,11.10%,12.50%,13.80%,9.10%,10.80%,11.50%,10.70%,11.50%,Upgrade
Return on Assets (ROA),1.00%,1.10%,1.10%,1.00%,1.20%,1.20%,0.80%,1.00%,1.10%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.30%,1.40%,1.50%,1.30%,1.40%,1.40%,1.30%,1.30%,1.50%,1.40%,1.40%,Upgrade
Earnings Yield,10.76%,7.57%,7.29%,7.36%,5.98%,7.18%,4.24%,4.17%,6.98%,6.37%,6.73%,Upgrade
FCF Yield,12.32%,8.49%,9.51%,9.19%,7.03%,8.07%,4.12%,5.25%,9.15%,8.42%,10.23%,Upgrade
Dividend Yield,4.54%,2.98%,2.62%,2.97%,2.21%,2.59%,2.24%,1.87%,3.03%,2.93%,3.00%,Upgrade
Payout Ratio,41.30%,39.00%,36.00%,40.20%,37.50%,36.00%,52.60%,44.90%,43.50%,46.20%,44.30%,Upgrade
Buyback Yield / Dilution,0.44%,1.20%,1.82%,0.06%,2.21%,-0.49%,-0.98%,-1.04%,-0.94%,-0.37%,-2.41%,Upgrade
Total Shareholder Return,4.98%,4.17%,4.44%,3.04%,4.42%,2.10%,1.26%,0.83%,2.09%,2.56%,0.59%,Upgrade
