Year,Current,2022,2021
Market Capitalization,143,141,-
Enterprise Value,143,140,0
PE Ratio,85.71,879.34,-
PB Ratio,-39.06,-42.13,-
P/FCF Ratio,59.18,3093.85,-
P/OCF Ratio,59.18,3093.85,-
EV/EBITDA Ratio,85.94,875.31,-26.72
EV/EBIT Ratio,85.94,875.31,-26.72
EV/FCF Ratio,58.95,3079.68,-
Debt / Equity Ratio,-,-,4.08
Debt / EBITDA Ratio,-,-,-26.72
Current Ratio,4.02,13.68,1.06
Return on Equity (ROE),-52.30%,-5.50%,-
Return on Assets (ROA),1.50%,0.10%,-
Return on Capital (ROIC),1.50%,0.10%,-
Earnings Yield,1.16%,0.11%,-
FCF Yield,1.69%,0.03%,-
Buyback Yield / Dilution,-131.68%,-367.60%,-
Total Shareholder Return,-131.68%,-367.60%,-
