Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"38,034","41,082","54,195","33,230","37,755","37,923","34,961","29,780","30,394","36,472","34,442",Upgrade
Market Cap Growth,-,-24.20%,63.09%,-11.98%,-0.44%,8.47%,17.39%,-2.02%,-16.67%,5.89%,9.42%,Upgrade
Enterprise Value,"525,329","515,353","513,217","429,325","406,657","380,296","370,782","320,675","310,700","327,622","344,526",Upgrade
PE Ratio,11.07,9.37,10.72,11.87,9.92,9.59,9.71,9.43,11.27,13.10,11.06,Upgrade
PS Ratio,2.29,2.60,3.36,2.32,2.66,2.79,2.77,2.66,2.87,3.07,2.83,Upgrade
PB Ratio,1.03,1.13,1.47,1.06,1.29,1.42,1.45,1.70,1.86,2.20,2.02,Upgrade
P/FCF Ratio,2.25,2.62,-16.11,0.73,2.69,5.17,16.97,3.98,2.07,-2.44,7.28,Upgrade
P/OCF Ratio,2.14,2.50,-20.17,0.72,2.59,5.03,18.36,3.91,2.04,-2.48,6.93,Upgrade
EV/Sales Ratio,31.62,32.57,31.80,30.01,28.62,27.93,29.38,28.62,29.35,27.58,28.31,Upgrade
EV/EBITDA Ratio,90.40,79.05,68.27,90.73,73.16,67.82,74.70,78.89,87.56,77.92,83.03,Upgrade
EV/EBIT Ratio,104.82,89.46,76.63,115.06,82.67,74.48,81.61,86.19,96.60,94.10,90.42,Upgrade
EV/FCF Ratio,31.04,32.92,-152.57,9.38,29.01,51.83,179.95,42.86,21.15,-21.91,72.84,Upgrade
Debt / Equity Ratio,14.42,14.62,13.99,14.34,13.13,13.50,14.58,17.47,18.20,18.50,18.72,Upgrade
Debt / EBITDA Ratio,92.06,81.55,68.50,95.17,69.25,64.21,70.65,75.16,83.70,72.83,76.99,Upgrade
Debt / FCF Ratio,31.61,33.96,-153.09,9.83,27.46,49.07,170.20,40.83,20.22,-20.48,67.54,Upgrade
Asset Turnover,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),9.30%,12.50%,14.40%,9.20%,13.40%,15.40%,16.70%,19.00%,17.40%,17.00%,18.60%,Upgrade
Return on Assets (ROA),0.50%,0.70%,0.80%,0.50%,0.80%,0.90%,0.90%,0.90%,0.80%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),0.40%,0.50%,0.60%,0.40%,0.60%,0.60%,0.60%,0.60%,0.50%,0.50%,0.60%,Upgrade
Earnings Yield,8.97%,10.67%,9.33%,8.43%,10.08%,10.42%,10.30%,10.60%,8.88%,7.63%,9.05%,Upgrade
FCF Yield,44.46%,38.11%,-6.21%,137.80%,37.13%,19.35%,5.89%,25.12%,48.33%,-41.00%,13.73%,Upgrade
Dividend Yield,5.98%,5.55%,3.82%,7.31%,6.15%,4.76%,4.41%,4.80%,4.52%,3.95%,4.39%,Upgrade
Payout Ratio,66.60%,51.90%,41.20%,86.80%,61.20%,46.00%,44.50%,45.00%,51.00%,51.60%,48.10%,Upgrade
Buyback Yield / Dilution,-0.48%,-1.21%,-0.36%,-0.57%,-0.80%,-10.65%,0.06%,-0.06%,0.55%,1.29%,-0.98%,Upgrade
Total Shareholder Return,5.50%,4.34%,3.46%,6.74%,5.35%,-5.89%,4.46%,4.74%,5.08%,5.25%,3.41%,Upgrade
