Year,Current,2022,2021
Market Capitalization,142,491,490
Market Cap Growth,-,0.20%,-
Enterprise Value,142,491,489
PE Ratio,29.20,33.18,1215.69
PB Ratio,-35.05,-33.22,-17.54
P/FCF Ratio,-278.74,-617.36,-2054.56
P/OCF Ratio,-278.74,-617.36,-2054.56
EV/EBITDA Ratio,7.61,32.22,1213.13
EV/EBIT Ratio,7.61,32.22,1213.13
EV/FCF Ratio,-278.63,-617.10,-2050.24
Current Ratio,0.37,0.29,2.63
Return on Equity (ROE),-104.50%,-73.60%,-9.00%
Return on Assets (ROA),4.40%,3.70%,0.10%
Return on Capital (ROIC),4.70%,3.80%,0.10%
Earnings Yield,12.33%,3.01%,0.08%
FCF Yield,-1.27%,-0.16%,-0.05%
Buyback Yield / Dilution,-36.14%,-,
Total Shareholder Return,-36.14%,-,
