Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"1,222",958,"1,675",666,"1,235","1,079",733,517,290,218,227,Upgrade
Market Cap Growth,-,-42.84%,151.70%,-46.12%,14.44%,47.25%,41.88%,78.01%,33.10%,-3.83%,143.07%,Upgrade
Enterprise Value,867,606,"1,454",336,"1,971","1,494",956,930,826,686,403,Upgrade
PE Ratio,9.93,6.12,11.82,6.36,12.73,20.91,16.32,15.55,16.08,13.88,16.90,Upgrade
PS Ratio,2.09,1.67,3.35,1.53,2.87,3.78,2.88,2.98,2.50,2.25,2.48,Upgrade
PB Ratio,1.81,1.48,1.92,0.79,1.47,1.45,1.69,1.54,1.07,1.25,1.59,Upgrade
P/FCF Ratio,-3.69,-5.96,3.13,1.59,37.88,8.47,6.48,7.22,6.27,8.84,-8.00,Upgrade
P/OCF Ratio,7.58,3.56,2.88,1.42,6.47,7.84,6.11,6.58,5.90,8.45,-9.83,Upgrade
EV/Sales Ratio,1.48,1.06,2.91,0.78,4.57,5.23,3.75,5.36,7.13,7.08,4.40,Upgrade
EV/EBITDA Ratio,4.03,2.46,6.88,1.97,13.24,15.82,9.54,12.50,17.10,18.66,10.55,Upgrade
EV/EBIT Ratio,5.79,3.29,9.54,3.05,21.05,26.33,17.33,23.97,42.53,36.84,23.54,Upgrade
EV/FCF Ratio,-2.55,-3.77,2.72,0.80,60.43,11.73,8.44,13.01,17.85,27.81,-14.23,Upgrade
Debt / Equity Ratio,0.12,0.06,0.11,0.12,1.03,0.69,3.43,3.55,2.08,2.85,1.51,Upgrade
Debt / EBITDA Ratio,0.36,0.15,0.44,0.57,5.79,5.45,14.87,15.95,11.66,13.54,5.66,Upgrade
Debt / FCF Ratio,-0.25,-0.22,0.17,0.23,26.43,4.04,13.16,16.61,12.17,20.18,-7.64,Upgrade
Asset Turnover,0.09,0.08,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),19.00%,21.10%,16.70%,12.70%,12.00%,10.00%,10.90%,10.50%,8.20%,9.80%,9.60%,Upgrade
Return on Assets (ROA),1.90%,2.20%,1.80%,1.60%,1.60%,1.00%,1.00%,1.00%,0.80%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),2.40%,3.00%,2.60%,1.90%,1.60%,1.10%,1.30%,1.10%,0.70%,0.80%,0.90%,Upgrade
Earnings Yield,10.51%,16.33%,8.46%,15.73%,7.85%,4.78%,6.13%,6.43%,6.22%,7.21%,5.92%,Upgrade
FCF Yield,-25.33%,-16.78%,31.91%,62.92%,2.64%,11.80%,15.44%,13.84%,15.95%,11.31%,-12.49%,Upgrade
Dividend Yield,0.44%,0.61%,0.38%,1.04%,0.61%,0.65%,0.66%,0.86%,1.24%,1.47%,1.37%,Upgrade
Payout Ratio,4.40%,3.80%,4.60%,6.80%,8.00%,10.70%,10.70%,13.20%,19.40%,20.20%,21.60%,Upgrade
Buyback Yield / Dilution,7.67%,8.98%,7.82%,8.59%,3.32%,-39.68%,-9.69%,-22.68%,-12.36%,-3.64%,-55.12%,Upgrade
Total Shareholder Return,8.11%,9.59%,8.20%,9.63%,3.93%,-39.02%,-9.03%,-21.82%,-11.12%,-2.17%,-53.75%,Upgrade
