Year,Current,2022,2021
Market Capitalization,334,318,298
Market Cap Growth,-,6.49%,-
Enterprise Value,334,317,297
PE Ratio,212.00,193.64,-630.48
PB Ratio,-35.51,-35.51,-37.24
P/FCF Ratio,-226.22,-226.22,-457.57
P/OCF Ratio,-226.22,-226.22,-457.57
EV/EBITDA Ratio,143.53,136.41,-628.20
EV/EBIT Ratio,143.53,136.41,-628.20
EV/FCF Ratio,-225.98,-225.98,-455.91
Current Ratio,0.66,0.66,1.56
Return on Equity (ROE),-19.10%,-19.10%,11.80%
Return on Assets (ROA),0.60%,0.60%,-0.40%
Return on Capital (ROIC),0.90%,0.90%,-0.40%
Earnings Yield,0.49%,0.52%,-0.16%
FCF Yield,-0.42%,-0.44%,-0.22%
Buyback Yield / Dilution,-229.78%,-229.78%,-
Total Shareholder Return,-229.78%,-229.78%,-
