Year,Current,2022,2021
Market Capitalization,304,295,-
Enterprise Value,307,297,0
PE Ratio,44.17,59.79,-
PB Ratio,-17.50,-16.34,-
P/FCF Ratio,-312.60,-349.62,-
P/OCF Ratio,-312.60,-349.62,-
EV/EBITDA Ratio,35.56,60.36,-37.15
EV/EBIT Ratio,35.56,60.36,-37.15
EV/FCF Ratio,-315.65,-352.94,-
Debt / Equity Ratio,-0.19,-0.19,6.51
Debt / EBITDA Ratio,0.39,0.68,-37.15
Debt / FCF Ratio,-3.48,-3.97,-
Current Ratio,2.33,3.89,0
Return on Equity (ROE),-48.40%,-36.40%,-
Return on Assets (ROA),3.60%,2.70%,-
Return on Capital (ROIC),3.60%,2.70%,-
Earnings Yield,2.84%,1.67%,-
FCF Yield,-0.32%,-0.29%,-
Buyback Yield / Dilution,-475.00%,-312.42%,-
Total Shareholder Return,-475.00%,-312.42%,-
