Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"8,442","8,051","7,793","8,425","8,655","5,384","5,027","5,606","4,963","3,746","4,323",Upgrade
Market Cap Growth,-,3.32%,-7.51%,-2.65%,60.76%,7.09%,-10.33%,12.95%,32.50%,-13.36%,10.48%,Upgrade
Enterprise Value,"8,810","8,027","7,102","7,825","8,660","5,267","4,655","6,134","5,417","3,470","4,165",Upgrade
PE Ratio,-63.42,-7.34,-106.13,11.52,12.16,27.29,-20.54,11.67,12.14,7.34,6.49,Upgrade
PS Ratio,1.37,1.59,1.48,1.63,2.06,2.60,2.39,3.25,3.28,2.97,3.13,Upgrade
PB Ratio,1.49,1.51,1.18,1.11,1.45,1.07,1.15,1.15,1.05,0.97,1.11,Upgrade
P/FCF Ratio,4.67,5.02,6.31,4.23,4.05,4.41,4.90,11.56,11.68,5.67,5.43,Upgrade
P/OCF Ratio,4.67,5.02,6.31,4.23,4.05,4.41,4.90,11.56,11.68,5.67,5.43,Upgrade
EV/Sales Ratio,1.38,1.59,1.35,1.51,2.06,2.54,2.21,3.55,3.58,2.75,3.02,Upgrade
EV/EBITDA Ratio,-89.99,-7.31,-292.55,9.40,11.31,19.63,-38.64,10.67,12.32,5.80,5.47,Upgrade
EV/EBIT Ratio,-185.54,-7.49,-2160.60,9.59,10.50,19.64,-30.69,11.25,12.85,6.30,5.86,Upgrade
EV/FCF Ratio,4.71,5.01,5.75,3.93,4.05,4.31,4.54,12.65,12.75,5.25,5.23,Upgrade
Debt / Equity Ratio,0.19,0.22,0.18,0.15,0.23,0.20,0.23,0.19,0.20,0.06,0.06,Upgrade
Debt / EBITDA Ratio,-11.62,-1.07,-48.13,1.37,1.81,3.69,-8.21,1.65,2.18,0.42,0.33,Upgrade
Debt / FCF Ratio,0.61,0.73,0.95,0.57,0.65,0.81,0.96,1.96,2.26,0.38,0.31,Upgrade
Asset Turnover,0.18,0.14,0.16,0.17,0.16,0.12,0.15,0.14,0.13,0.15,0.17,Upgrade
Return on Equity (ROE),-2.50%,-19.90%,-1.10%,10.50%,12.20%,4.10%,-5.30%,10.00%,8.60%,13.40%,18.10%,Upgrade
Return on Assets (ROA),-0.40%,-3.10%,-0.20%,2.40%,2.80%,1.10%,-1.70%,3.90%,3.50%,6.10%,8.00%,Upgrade
Return on Capital (ROIC),-0.10%,-3.00%,0.00%,2.80%,3.20%,1.60%,-1.10%,4.30%,3.60%,6.70%,8.70%,Upgrade
Earnings Yield,-1.58%,-13.62%,-0.94%,8.68%,8.23%,3.66%,-4.87%,8.57%,8.24%,13.62%,15.40%,Upgrade
FCF Yield,21.43%,19.92%,15.85%,23.65%,24.69%,22.69%,20.40%,8.65%,8.56%,17.64%,18.41%,Upgrade
Dividend Yield,0.77%,0.80%,0.85%,0.84%,0.69%,0.99%,1.02%,0.91%,1.06%,1.19%,1.15%,Upgrade
Payout Ratio,-42.50%,-5.80%,-91.70%,9.10%,8.30%,26.90%,-20.80%,10.80%,12.80%,9.10%,7.40%,Upgrade
Buyback Yield / Dilution,0.60%,5.04%,9.43%,-15.08%,-9.65%,-0.59%,2.74%,6.14%,-13.81%,13.25%,7.77%,Upgrade
Total Shareholder Return,1.35%,5.84%,10.28%,-14.24%,-8.96%,0.40%,3.76%,7.05%,-12.75%,14.44%,8.92%,Upgrade
