Year,Current,2022,2021
Market Capitalization,411,400,-
Enterprise Value,410,399,0
PE Ratio,-425.18,-231.43,-
PB Ratio,-95.42,-180.66,-
P/FCF Ratio,-217.17,-168.66,-
P/OCF Ratio,-217.17,-168.66,-
EV/EBITDA Ratio,724.24,-477.29,-3.22
EV/EBIT Ratio,724.24,-477.29,-3.22
EV/FCF Ratio,-217.13,-168.46,-587.68
Debt / Equity Ratio,-,-,5.70
Debt / EBITDA Ratio,-,-,-7.30
Debt / FCF Ratio,-,-,-1333.33
Current Ratio,0.08,0.22,0.12
Return on Equity (ROE),67.80%,-734.50%,-
Return on Assets (ROA),-0.30%,-0.50%,-
Return on Capital (ROIC),0.20%,-0.30%,-
Earnings Yield,-0.23%,-0.43%,-
FCF Yield,-0.46%,-0.59%,-
Buyback Yield / Dilution,-110.28%,-400.64%,-
Total Shareholder Return,-110.28%,-400.64%,-
