Year,Current,2022,2021
Market Capitalization,132,331,323
Market Cap Growth,-,2.39%,-
Enterprise Value,132,331,322
PE Ratio,-71.50,-71.50,-1409.18
PB Ratio,-17.58,-17.58,-29.71
P/FCF Ratio,-225.11,-225.11,-672.24
P/OCF Ratio,-225.11,-225.11,-672.24
EV/EBITDA Ratio,-71.60,-71.60,-1404.91
EV/EBIT Ratio,-71.60,-71.60,-1404.91
EV/FCF Ratio,-225.44,-225.44,-670.20
Debt / Equity Ratio,-0.03,-0.03,-
Debt / EBITDA Ratio,-0.11,-0.11,-
Debt / FCF Ratio,-0.34,-0.34,-
Current Ratio,0.03,0.03,6.91
Return on Equity (ROE),29.30%,29.30%,8.50%
Return on Assets (ROA),-2.00%,-2.00%,-0.40%
Return on Capital (ROIC),-2.00%,-2.00%,-0.40%
Earnings Yield,-3.52%,-1.40%,-0.07%
FCF Yield,-1.12%,-0.44%,-0.15%
Buyback Yield / Dilution,-139.86%,-139.86%,-
Total Shareholder Return,-139.86%,-139.86%,-
