Year,Current,2022,2021
Market Capitalization,240,294,245
Market Cap Growth,-,20.05%,-
Enterprise Value,241,295,245
PE Ratio,21.75,21.42,-413.97
PB Ratio,-232.77,-232.77,-12.05
P/FCF Ratio,-313.23,-313.23,-368.79
P/OCF Ratio,-313.23,-313.23,-368.79
EV/EBITDA Ratio,16.70,20.45,-413.32
EV/EBIT Ratio,16.70,20.45,-413.32
EV/FCF Ratio,-313.96,-313.96,-368.21
Debt / Equity Ratio,-0.59,-0.59,-
Debt / EBITDA Ratio,0.05,0.05,-
Debt / FCF Ratio,-0.79,-0.79,-
Current Ratio,0.07,0.07,3.38
Return on Equity (ROE),-201.00%,-201.00%,-
Return on Assets (ROA),5.80%,5.80%,-
Return on Capital (ROIC),6.20%,6.20%,-
Earnings Yield,5.72%,4.67%,-0.24%
FCF Yield,-0.39%,-0.32%,-0.27%
Buyback Yield / Dilution,-226.49%,-226.49%,-
Total Shareholder Return,-226.49%,-226.49%,-
