Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"1,349","1,022",780,751,"1,058","1,093","1,204","1,130",916,979,813,Upgrade
Market Cap Growth,-,31.04%,3.88%,-29.03%,-3.27%,-9.16%,6.51%,23.36%,-6.43%,20.49%,41.72%,Upgrade
Enterprise Value,660,720,65,159,804,943,986,"1,079",798,702,692,Upgrade
PE Ratio,12.23,10.10,4.32,8.13,8.04,9.37,10.90,11.20,9.31,9.27,8.44,Upgrade
PS Ratio,1.67,1.83,0.95,1.08,1.29,1.98,1.38,1.66,1.55,1.38,0.95,Upgrade
PB Ratio,0.42,0.47,0.31,0.30,0.50,0.57,0.66,0.66,0.57,0.63,0.56,Upgrade
P/FCF Ratio,2.91,2.86,2.92,2.08,3.24,3.38,4.46,4.34,2.65,3.13,3.20,Upgrade
P/OCF Ratio,2.89,2.85,2.82,2.01,3.21,3.35,4.36,3.66,2.65,3.13,3.20,Upgrade
EV/Sales Ratio,1.14,1.29,0.08,0.23,0.98,1.71,1.13,1.58,1.35,0.99,0.80,Upgrade
EV/EBITDA Ratio,6.89,5.71,0.29,1.42,4.87,6.67,6.82,7.06,5.44,4.46,4.88,Upgrade
EV/EBIT Ratio,6.89,5.71,0.29,1.42,4.87,6.67,6.82,7.06,5.44,4.46,4.88,Upgrade
EV/FCF Ratio,1.99,2.02,0.24,0.44,2.47,2.92,3.65,4.14,2.30,2.24,2.73,Upgrade
Asset Turnover,0.04,0.04,0.06,0.05,0.07,0.05,0.07,0.06,0.05,0.06,0.08,Upgrade
Return on Equity (ROE),3.60%,4.70%,7.20%,4.10%,6.40%,6.30%,6.20%,5.90%,6.20%,6.90%,6.80%,Upgrade
Return on Assets (ROA),0.60%,0.80%,1.20%,0.70%,1.00%,1.00%,0.90%,0.90%,0.90%,0.90%,0.90%,Upgrade
Return on Capital (ROIC),0.80%,1.00%,1.60%,0.90%,1.30%,1.20%,1.20%,1.30%,1.30%,1.40%,1.30%,Upgrade
Earnings Yield,8.04%,9.90%,23.17%,12.30%,12.44%,10.68%,9.17%,8.93%,10.74%,10.78%,11.85%,Upgrade
FCF Yield,34.41%,34.94%,34.22%,48.09%,30.84%,29.59%,22.44%,23.05%,37.79%,32.00%,31.21%,Upgrade
Dividend Yield,0.10%,0.13%,0.17%,0.17%,0.12%,0.12%,0.11%,0.12%,0.14%,0.13%,0.16%,Upgrade
Payout Ratio,1.60%,1.30%,0.70%,1.40%,1.00%,1.10%,1.20%,1.30%,1.30%,1.20%,1.30%,Upgrade
Buyback Yield / Dilution,-,-,-,0.00%,-,-,-,-,-0.04%,-,Upgrade,
Total Shareholder Return,0.13%,0.13%,0.17%,0.17%,0.13%,0.12%,0.11%,0.12%,0.14%,0.10%,0.16%,Upgrade
