Year,Current,2022,2021
Market Capitalization,879,864,844
Market Cap Growth,-,2.45%,-
Enterprise Value,884,869,845
PE Ratio,33.97,33.63,75.13
PB Ratio,-24.09,-23.21,-15.97
P/FCF Ratio,-394.02,-300.94,-407.05
P/OCF Ratio,-394.02,-300.94,-407.05
EV/EBITDA Ratio,33.45,33.77,75.28
EV/EBIT Ratio,33.45,33.77,75.28
EV/FCF Ratio,-396.16,-302.57,-407.92
Debt / Equity Ratio,-0.14,-0.13,-0.06
Debt / EBITDA Ratio,0.19,0.19,0.27
Debt / FCF Ratio,-2.23,-1.74,-1.45
Current Ratio,0.03,0.04,0.26
Return on Equity (ROE),-71.00%,-65.30%,-47.90%
Return on Assets (ROA),3.80%,3.70%,1.60%
Return on Capital (ROIC),3.80%,3.70%,1.60%
Earnings Yield,3.00%,2.97%,1.33%
FCF Yield,-0.26%,-0.33%,-0.25%
Buyback Yield / Dilution,-10.17%,-421.92%,
Total Shareholder Return,-10.17%,-421.92%,
