Year,Current,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 2004
Market Capitalization,"38,014","32,629","36,946","29,328","38,846","46,965","46,181","36,194","43,068","48,088","51,343",Upgrade
Market Cap Growth,-,-11.68%,25.97%,-24.50%,-17.29%,1.70%,27.59%,-15.96%,-10.44%,-6.34%,45.95%,Upgrade
Enterprise Value,"-47,382","-52,767","-34,536","-28,957","-92,782","-80,357","-63,671","33,161","140,024","234,980","335,009",Upgrade
PE Ratio,8.56,-37.98,6.92,21.07,50.59,9.29,14.12,4.78,6.43,9.93,5.53,Upgrade
PS Ratio,3.04,2.61,1.38,1.56,2.05,2.06,2.29,1.42,1.78,2.22,2.09,Upgrade
PB Ratio,0.52,0.45,0.44,0.37,0.49,0.61,0.62,0.51,0.65,0.78,0.84,Upgrade
P/FCF Ratio,0.86,0.74,14.85,-0.74,8.36,-12.46,6.47,-40.91,6.24,0.89,-3.36,Upgrade
P/OCF Ratio,0.84,0.72,8.58,-0.78,6.46,-33.33,4.23,16.82,4.28,0.83,-3.73,Upgrade
EV/Sales Ratio,-4.22,-4.22,-1.29,-1.54,-4.90,-3.53,-3.15,1.30,5.78,10.84,13.66,Upgrade
EV/EBITDA Ratio,370.91,370.91,-3.67,-7.08,-22.73,-9.24,-11.29,2.73,11.93,27.29,30.44,Upgrade
EV/EBIT Ratio,26.18,26.18,-4.75,-15.83,-108.80,-11.27,-15.55,3.11,13.54,33.36,35.88,Upgrade
EV/FCF Ratio,-1.20,-1.20,-13.88,0.73,-19.97,21.31,-8.93,-37.48,20.29,4.37,-21.89,Upgrade
Debt / Equity Ratio,4.69,4.69,4.50,4.19,3.57,3.79,4.29,4.53,5.17,6.27,6.84,Upgrade
Debt / EBITDA Ratio,-2408.29,-2408.29,39.98,80.85,69.48,33.81,56.67,26.60,29.15,45.11,37.82,Upgrade
Debt / FCF Ratio,7.76,7.76,151.15,-8.36,61.03,-78.00,44.81,-365.47,49.55,7.22,-27.20,Upgrade
Asset Turnover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,Upgrade
Return on Equity (ROE),-1.20%,-1.20%,6.60%,1.70%,1.00%,6.70%,4.50%,10.70%,11.20%,8.20%,17.20%,Upgrade
Return on Assets (ROA),0.00%,0.00%,0.30%,0.10%,0.00%,0.30%,0.20%,0.40%,0.40%,0.30%,0.50%,Upgrade
Return on Capital (ROIC),-0.10%,-0.10%,0.40%,0.10%,0.10%,0.40%,0.20%,0.60%,0.60%,0.40%,0.40%,Upgrade
Earnings Yield,-2.26%,-2.63%,14.46%,4.75%,1.98%,10.76%,7.08%,20.93%,15.55%,10.08%,18.10%,Upgrade
FCF Yield,116.11%,135.27%,6.73%,-134.85%,11.96%,-8.03%,15.44%,-2.44%,16.02%,111.85%,-29.80%,Upgrade
Dividend Yield,20.89%,-,-,-,0.44%,0.73%,0.68%,0.41%,0.29%,0.57%,0.58%,Upgrade
Payout Ratio,0.00%,0.00%,0.00%,0.00%,110.60%,33.90%,48.70%,10.00%,9.30%,28.80%,16.10%,Upgrade
Buyback Yield / Dilution,-0.02%,-,-,-0.01%,-0.01%,-1.42%,-1.66%,-1.48%,-0.41%,-0.49%,-10.40%,Upgrade
Total Shareholder Return,20.86%,-,-,-0.01%,0.42%,-0.69%,-0.98%,-1.06%,-0.12%,0.09%,-9.83%,Upgrade
