Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,343,483,434,337,395,348,417,287,206,190,157,Upgrade
Market Cap Growth,-,11.33%,28.56%,-14.60%,13.51%,-16.55%,45.44%,38.86%,8.62%,20.66%,19.35%,Upgrade
Enterprise Value,659,785,362,447,869,973,"1,156",815,671,627,558,Upgrade
PE Ratio,7.21,11.08,11.03,10.14,17.46,10.56,16.04,19.20,13.62,13.01,11.95,Upgrade
PS Ratio,2.25,3.30,3.12,2.47,3.39,3.00,3.61,5.05,3.97,3.82,3.48,Upgrade
PB Ratio,0.84,1.23,1.02,0.83,1.00,0.94,1.18,1.83,1.34,1.30,1.30,Upgrade
P/FCF Ratio,5.22,8.76,7.34,22.77,18.91,10.56,11.21,22.94,11.18,14.05,8.22,Upgrade
P/OCF Ratio,4.98,8.38,7.17,16.30,13.13,9.22,10.33,17.07,10.15,12.24,7.30,Upgrade
EV/Sales Ratio,4.33,5.37,2.60,3.28,7.46,8.38,10.02,14.36,12.91,12.61,12.33,Upgrade
EV/EBITDA Ratio,9.87,12.82,6.55,9.57,27.31,21.61,24.60,36.29,29.29,28.19,27.93,Upgrade
EV/EBIT Ratio,10.96,14.31,7.44,10.74,32.40,24.02,27.12,39.16,31.79,30.56,30.35,Upgrade
EV/FCF Ratio,10.03,14.24,6.13,30.20,41.62,29.55,31.08,65.21,36.37,46.36,29.10,Upgrade
Debt / Equity Ratio,0.98,1.00,0.42,0.83,1.34,1.95,2.34,3.42,3.08,3.06,3.37,Upgrade
Debt / EBITDA Ratio,5.97,6.44,3.23,7.19,16.69,16.07,17.66,23.90,20.71,20.09,20.50,Upgrade
Debt / FCF Ratio,6.07,7.16,3.02,22.69,25.44,21.98,22.31,42.94,25.71,33.04,21.36,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,Upgrade
Return on Equity (ROE),12.00%,11.10%,9.40%,8.20%,5.80%,9.20%,7.40%,9.20%,10.00%,10.50%,10.70%,Upgrade
Return on Assets (ROA),1.20%,1.10%,1.10%,0.90%,0.60%,0.90%,0.70%,0.90%,1.00%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.50%,1.40%,1.30%,1.00%,0.60%,1.00%,1.00%,0.90%,1.10%,1.10%,1.10%,Upgrade
Earnings Yield,13.85%,9.02%,9.06%,9.86%,5.73%,9.47%,6.24%,5.21%,7.34%,7.69%,8.37%,Upgrade
FCF Yield,19.17%,11.41%,13.62%,4.39%,5.29%,9.47%,8.92%,4.36%,8.95%,7.12%,12.17%,Upgrade
Dividend Yield,4.68%,3.19%,3.26%,3.99%,3.39%,3.52%,2.74%,2.32%,2.96%,2.84%,3.14%,Upgrade
Payout Ratio,33.00%,35.20%,35.70%,40.40%,58.90%,36.90%,43.70%,44.10%,39.80%,36.60%,37.20%,Upgrade
Buyback Yield / Dilution,-0.58%,-0.45%,1.49%,2.02%,-0.15%,-1.79%,-67.23%,-0.58%,-1.40%,-0.81%,-0.83%,Upgrade
Total Shareholder Return,4.10%,2.75%,4.75%,6.01%,3.25%,1.73%,-64.49%,1.74%,1.56%,2.04%,2.31%,Upgrade
