Year,Current,2022,2021
Market Capitalization,151,532,517
Market Cap Growth,-,2.87%,-
Enterprise Value,153,534,517
PE Ratio,28.11,27.68,-2056.32
PB Ratio,-29.71,-29.71,-14.09
P/FCF Ratio,-200.30,-200.30,-159.66
P/OCF Ratio,-200.30,-200.30,-159.66
EV/EBITDA Ratio,7.36,25.74,-2055.72
EV/EBIT Ratio,7.36,25.74,-2055.72
EV/FCF Ratio,-200.82,-200.82,-159.62
Debt / Equity Ratio,-0.08,-0.08,-
Debt / EBITDA Ratio,0.07,0.07,-
Debt / FCF Ratio,-0.56,-0.56,-
Current Ratio,0.03,0.03,0.32
Return on Equity (ROE),-95.00%,-95.00%,1.70%
Return on Assets (ROA),4.50%,4.50%,-0.10%
Return on Capital (ROIC),4.90%,4.90%,-0.10%
Earnings Yield,12.72%,3.61%,-0.05%
FCF Yield,-1.76%,-0.50%,-0.63%
Buyback Yield / Dilution,-15.96%,-15.96%,-
Total Shareholder Return,-15.96%,-15.96%,-
