Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,"1,683","1,398","1,715","1,450","2,071","1,706","4,365","2,853","2,462","2,009","1,297",Upgrade
Market Cap Growth,-,-18.48%,18.22%,-29.97%,21.37%,-60.91%,52.98%,15.89%,22.55%,54.95%,146.61%,Upgrade
Enterprise Value,"2,287","1,947","2,204","1,917","2,582","2,059","4,322","4,173","2,837","2,055",981,Upgrade
PE Ratio,39.77,28.70,13.83,32.19,47.17,8.44,84.79,15.42,15.39,-658.67,18.28,Upgrade
PS Ratio,0.92,0.78,0.85,0.71,0.98,0.88,2.49,1.84,0.88,1.12,0.74,Upgrade
PB Ratio,2.30,2.09,2.77,1.92,3.07,2.22,6.89,2.41,3.88,5.00,2.79,Upgrade
P/FCF Ratio,8.47,8.44,4.71,6.67,14.42,-12.04,13.05,-19.96,3.92,14.34,10.10,Upgrade
P/OCF Ratio,6.47,6.23,4.11,4.79,8.59,-25.34,11.11,-26.76,3.59,12.04,7.79,Upgrade
EV/Sales Ratio,1.26,1.08,1.09,0.93,1.23,1.06,2.47,2.69,1.02,1.15,0.56,Upgrade
EV/EBITDA Ratio,10.75,8.84,7.39,8.39,10.95,5.42,15.08,11.54,6.40,25.16,3.95,Upgrade
EV/EBIT Ratio,16.69,13.41,10.19,13.41,16.77,6.68,19.54,13.96,7.89,57.82,4.87,Upgrade
EV/FCF Ratio,11.58,11.76,6.06,8.82,17.98,-14.53,12.92,-29.20,4.52,14.67,7.64,Upgrade
Debt / Equity Ratio,1.54,1.57,1.70,1.75,1.70,1.00,0.92,1.62,1.33,1.76,0.88,Upgrade
Debt / EBITDA Ratio,5.28,4.77,3.54,5.78,4.87,2.03,2.03,5.29,1.90,8.65,1.65,Upgrade
Debt / FCF Ratio,5.69,6.35,2.90,6.07,7.99,-5.43,1.74,-13.39,1.34,5.04,3.20,Upgrade
Asset Turnover,0.43,0.41,0.41,0.44,0.40,0.30,0.31,0.32,0.64,0.65,0.64,Upgrade
Return on Equity (ROE),6.10%,7.30%,17.90%,6.30%,6.00%,22.30%,6.90%,19.60%,30.40%,-0.70%,16.20%,Upgrade
Return on Assets (ROA),1.00%,1.10%,2.50%,1.00%,0.80%,3.10%,0.90%,3.80%,3.70%,-0.10%,2.60%,Upgrade
Return on Capital (ROIC),3.30%,3.40%,4.50%,3.20%,3.20%,4.70%,4.20%,6.60%,9.90%,1.50%,8.90%,Upgrade
Earnings Yield,2.49%,3.48%,7.23%,3.11%,2.12%,11.85%,1.18%,6.48%,6.50%,-0.15%,5.47%,Upgrade
FCF Yield,11.80%,11.85%,21.22%,14.99%,6.93%,-8.30%,7.66%,-5.01%,25.53%,6.97%,9.90%,Upgrade
Dividend Yield,0.91%,1.43%,1.26%,6.41%,12.77%,13.66%,4.61%,6.02%,6.28%,5.27%,9.82%,Upgrade
Payout Ratio,36.40%,30.80%,12.10%,141.70%,430.80%,300.00%,-162.80%,-3100.00%,81.80%,-4800.00%,129.70%,Upgrade
Buyback Yield / Dilution,0.36%,7.52%,1.25%,-15.81%,-45.81%,-12.69%,-3.72%,3.23%,-29.74%,16.83%,5.51%,Upgrade
Total Shareholder Return,1.27%,8.95%,2.51%,-9.40%,-33.04%,0.98%,0.89%,9.25%,-23.46%,22.10%,15.33%,Upgrade
