Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Market Capitalization,"24,618","26,730","33,868","27,747","26,588","19,815","27,951","28,432","22,922","29,698","26,679",Upgrade
Market Cap Growth,-,-21.08%,22.06%,4.36%,34.18%,-29.11%,-1.69%,24.04%,-22.82%,11.32%,27.02%,Upgrade
Enterprise Value,"32,458","37,941","42,763","35,399","45,325","31,898","40,890","41,866","37,901","44,965","40,557",Upgrade
PE Ratio,6.49,6.21,6.33,25.13,9.14,7.37,13.76,12.16,10.21,13.08,11.05,Upgrade
PS Ratio,2.25,2.44,2.85,4.66,3.23,2.58,3.82,3.93,3.17,4.22,3.74,Upgrade
PB Ratio,1.71,1.83,2.53,2.55,2.24,1.78,2.57,2.51,2.03,2.67,2.47,Upgrade
P/FCF Ratio,3.52,3.87,5.81,4.68,4.50,4.01,5.60,6.70,6.22,8.07,8.12,Upgrade
P/OCF Ratio,3.40,3.74,5.63,4.48,4.29,3.82,5.37,6.43,5.95,7.76,7.59,Upgrade
EV/Sales Ratio,2.98,3.46,3.60,5.95,5.51,4.16,5.59,5.78,5.24,6.39,5.68,Upgrade
EV/EBITDA Ratio,5.54,6.10,5.70,18.80,10.74,8.02,10.59,10.59,9.59,11.21,9.61,Upgrade
EV/EBIT Ratio,6.12,6.71,6.14,25.32,11.97,9.00,11.79,11.62,10.64,12.35,10.43,Upgrade
EV/FCF Ratio,4.67,5.49,7.34,5.96,7.67,6.46,8.19,9.86,10.28,12.22,12.34,Upgrade
Debt / Equity Ratio,1.27,1.38,1.51,1.95,2.17,2.45,2.42,2.25,2.19,2.03,1.91,Upgrade
Debt / EBITDA Ratio,3.10,3.24,2.70,11.28,6.09,6.84,6.82,6.44,6.24,5.65,4.88,Upgrade
Debt / FCF Ratio,2.62,2.91,3.47,3.58,4.35,5.52,5.28,5.99,6.69,6.16,6.27,Upgrade
Asset Turnover,0.09,0.09,0.11,0.05,0.07,0.07,0.08,0.08,0.09,0.09,0.09,Upgrade
Return on Equity (ROE),28.40%,30.70%,41.20%,10.90%,25.10%,24.50%,18.20%,20.60%,19.90%,20.30%,22.90%,Upgrade
Return on Assets (ROA),3.20%,3.60%,4.80%,1.00%,2.60%,2.60%,2.10%,2.60%,2.60%,2.80%,3.20%,Upgrade
Return on Capital (ROIC),4.00%,4.40%,6.10%,1.10%,3.00%,3.10%,3.20%,3.50%,3.60%,3.90%,4.40%,Upgrade
Earnings Yield,16.51%,16.10%,15.80%,3.98%,10.94%,13.57%,7.27%,8.23%,9.80%,7.64%,9.05%,Upgrade
FCF Yield,28.40%,25.86%,17.20%,21.39%,22.24%,24.92%,17.85%,14.93%,16.09%,12.39%,12.32%,Upgrade
Dividend Yield,2.47%,2.35%,1.63%,1.94%,1.98%,2.54%,1.69%,1.61%,2.01%,1.40%,1.07%,Upgrade
Payout Ratio,16.20%,14.80%,10.50%,48.90%,18.50%,19.20%,23.90%,20.10%,21.00%,18.70%,12.10%,Upgrade
Buyback Yield / Dilution,8.06%,6.77%,4.38%,2.22%,6.70%,7.54%,7.86%,7.74%,5.73%,4.90%,5.53%,Upgrade
Total Shareholder Return,10.55%,9.12%,6.01%,4.17%,8.68%,10.09%,9.55%,9.35%,7.75%,6.30%,6.61%,Upgrade
