Year,Current,2022,2021
Market Capitalization,116,258,-
Enterprise Value,115,258,0
PE Ratio,39.11,39.11,-
PB Ratio,-33.90,-33.90,-
P/FCF Ratio,-235.69,-235.69,-
P/OCF Ratio,-235.69,-235.69,-
EV/EBITDA Ratio,17.46,39.08,-17.81
EV/EBIT Ratio,17.46,39.08,-17.81
EV/FCF Ratio,-235.52,-235.52,177428.00
Debt / Equity Ratio,-,-,16.15
Debt / EBITDA Ratio,-,-,-24.37
Debt / FCF Ratio,-,-,242801.00
Current Ratio,1.09,1.09,0.18
Return on Equity (ROE),-87.20%,-87.20%,-
Return on Assets (ROA),3.20%,3.20%,-
Return on Capital (ROIC),3.20%,3.20%,-
Earnings Yield,5.72%,2.56%,-
FCF Yield,-0.95%,-0.42%,-
Buyback Yield / Dilution,-367.14%,-367.14%,-
Total Shareholder Return,-367.14%,-367.14%,-
