Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,47,65,61,56,66,71,80,69,71,75,69,Upgrade
Market Cap Growth,-,8.18%,8.57%,-15.16%,-7.87%,-10.52%,15.23%,-2.15%,-5.72%,9.12%,4.67%,Upgrade
Enterprise Value,115,75,97,98,123,115,124,90,84,81,77,Upgrade
PE Ratio,38.53,41.19,33.27,-4.44,80.96,53.94,85.29,46.11,34.18,38.79,23.58,Upgrade
PS Ratio,5.15,6.73,5.81,5.80,6.79,6.98,7.99,6.50,6.35,6.64,6.17,Upgrade
PB Ratio,0.95,1.26,1.16,1.07,0.99,1.06,1.19,1.02,1.05,1.12,1.03,Upgrade
P/FCF Ratio,24.34,26.30,40.10,63.59,55.15,71.50,40.44,204.75,31.97,34.44,18.61,Upgrade
P/OCF Ratio,24.26,24.80,38.30,53.52,65.61,62.10,38.05,47.86,22.84,30.16,18.23,Upgrade
EV/Sales Ratio,12.08,7.65,9.28,10.14,12.74,11.26,12.38,8.46,7.58,7.20,6.92,Upgrade
EV/EBITDA Ratio,56.34,31.68,39.27,-8.13,99.87,72.24,69.25,37.24,25.07,25.62,17.30,Upgrade
EV/EBIT Ratio,65.53,36.05,44.48,-7.94,129.43,89.60,85.32,42.94,27.32,28.18,18.25,Upgrade
EV/FCF Ratio,57.07,29.92,63.98,111.27,103.48,115.46,62.65,266.41,38.17,37.34,20.87,Upgrade
Debt / Equity Ratio,1.59,0.67,1.10,1.07,1.02,0.80,0.84,0.50,0.41,0.27,0.37,Upgrade
Debt / EBITDA Ratio,46.02,14.81,23.46,-4.62,54.63,33.74,31.73,14.04,8.12,5.61,5.58,Upgrade
Debt / FCF Ratio,32.14,13.99,38.22,63.30,56.60,53.92,28.70,100.45,12.36,8.18,6.73,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),2.10%,3.00%,3.50%,-20.10%,1.20%,2.00%,1.40%,2.20%,3.10%,2.90%,4.50%,Upgrade
Return on Assets (ROA),0.30%,0.50%,0.50%,-3.80%,0.30%,0.40%,0.30%,0.50%,0.70%,0.60%,0.90%,Upgrade
Return on Capital (ROIC),0.40%,0.60%,0.60%,-3.40%,0.30%,0.40%,0.40%,0.70%,1.00%,0.90%,1.40%,Upgrade
Earnings Yield,2.63%,2.43%,3.01%,-22.50%,1.24%,1.85%,1.17%,2.17%,2.93%,2.58%,4.24%,Upgrade
FCF Yield,4.11%,3.80%,2.49%,1.57%,1.81%,1.40%,2.47%,0.49%,3.13%,2.90%,5.37%,Upgrade
Dividend Yield,6.92%,5.02%,5.43%,5.93%,5.10%,4.73%,4.24%,4.88%,4.77%,4.55%,4.96%,Upgrade
Payout Ratio,307.70%,210.50%,181.80%,-26.30%,400.00%,250.00%,363.60%,222.20%,160.00%,173.90%,108.10%,Upgrade
Buyback Yield / Dilution,0.76%,0.10%,0.43%,1.34%,0.83%,-,-0.06%,-,0.99%,0.06%,-10.26%,Upgrade
Total Shareholder Return,7.68%,5.12%,5.86%,7.26%,5.93%,4.73%,4.18%,4.88%,5.77%,4.60%,-5.29%,Upgrade
