Year,Current,2022,2021
Market Capitalization,91,302,293
Market Cap Growth,-,3.23%,-
Enterprise Value,91,302,292
PE Ratio,25.63,25.40,294.53
PB Ratio,-25.44,-25.44,-13.69
P/FCF Ratio,-365.57,-365.57,-237.16
P/OCF Ratio,-365.57,-365.57,-237.16
EV/EBITDA Ratio,7.22,24.12,293.64
EV/EBIT Ratio,7.22,24.12,293.64
EV/FCF Ratio,-365.36,-365.36,-236.45
Current Ratio,0.60,0.60,5.15
Return on Equity (ROE),-81.40%,-81.40%,-
Return on Assets (ROA),4.90%,4.90%,-
Return on Capital (ROIC),5.20%,5.20%,-
Earnings Yield,13.13%,3.94%,0.34%
FCF Yield,-0.91%,-0.27%,-0.42%
Buyback Yield / Dilution,-77.78%,-77.78%,-
Total Shareholder Return,-77.78%,-77.78%,-
