Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,"29,317","36,601","40,915","30,916","37,683","33,680","48,752","44,746","36,553","41,250","42,513",Upgrade
Market Cap Growth,-,-10.54%,32.34%,-17.96%,11.89%,-30.91%,8.95%,22.41%,-11.39%,-2.97%,72.55%,Upgrade
Enterprise Value,"39,963","46,996","57,830","49,057","52,890","49,061","62,732","59,549","56,230","65,467","68,496",Upgrade
PE Ratio,799.60,-25.45,5.30,-82.66,9.00,8.27,6.20,10.24,6.48,29.87,-63.74,Upgrade
PS Ratio,0.46,0.61,0.58,0.54,0.58,0.54,0.82,0.76,0.64,0.76,1.02,Upgrade
PB Ratio,0.93,1.20,0.66,0.46,0.60,0.69,0.90,0.98,0.87,0.99,1.21,Upgrade
P/FCF Ratio,4.49,7.10,4.17,3.69,1.92,1.55,3.62,3.01,2.62,2.13,5.03,Upgrade
P/OCF Ratio,4.49,7.10,4.17,3.69,1.92,1.55,3.62,3.01,2.62,2.13,5.03,Upgrade
EV/Sales Ratio,0.63,0.78,0.82,0.86,0.82,0.78,1.05,1.01,0.98,1.21,1.65,Upgrade
EV/EBITDA Ratio,141.21,-27.91,6.02,24528.36,9.46,9.70,9.44,9.89,7.18,27.73,-52.13,Upgrade
EV/EBIT Ratio,293.85,-25.99,6.15,-107.82,10.30,10.02,9.76,10.44,7.29,37.84,-39.71,Upgrade
EV/FCF Ratio,6.15,9.11,5.89,5.86,2.70,2.26,4.66,4.00,4.03,3.38,8.11,Upgrade
Debt / Equity Ratio,0.90,0.90,0.48,0.47,0.50,0.63,0.52,0.63,0.89,0.94,1.06,Upgrade
Debt / EBITDA Ratio,99.60,-16.42,3.10,15921.00,5.64,6.08,4.28,4.80,4.76,16.58,-28.48,Upgrade
Debt / FCF Ratio,4.34,5.36,3.04,3.81,1.61,1.42,2.12,1.94,2.67,2.02,4.43,Upgrade
Asset Turnover,0.09,0.08,0.08,0.06,0.07,0.08,0.07,0.07,0.08,0.07,0.06,Upgrade
Return on Equity (ROE),0.20%,-4.80%,12.60%,-0.60%,6.80%,8.30%,15.70%,8.50%,13.20%,3.40%,-1.80%,Upgrade
Return on Assets (ROA),0.00%,-0.20%,0.80%,0.00%,0.50%,0.50%,1.00%,0.60%,0.70%,0.20%,-0.10%,Upgrade
Return on Capital (ROIC),0.00%,-0.20%,1.00%,0.00%,0.60%,0.60%,0.80%,0.70%,1.00%,0.20%,-0.20%,Upgrade
Earnings Yield,0.19%,-3.93%,18.88%,-1.21%,11.11%,12.10%,16.13%,9.76%,15.44%,3.35%,-1.57%,Upgrade
FCF Yield,22.26%,14.09%,23.98%,27.07%,52.08%,64.32%,27.61%,33.25%,38.14%,47.02%,19.86%,Upgrade
Dividend Yield,6.04%,4.83%,4.25%,5.64%,4.27%,4.41%,2.61%,2.69%,3.00%,2.40%,1.88%,Upgrade
Payout Ratio,4409.10%,-122.10%,23.40%,-440.00%,39.10%,37.30%,16.50%,28.40%,19.70%,66.80%,-111.60%,Upgrade
Buyback Yield / Dilution,2.66%,2.65%,4.55%,1.49%,2.66%,2.59%,1.40%,4.23%,1.54%,1.08%,0.22%,Upgrade
Total Shareholder Return,8.73%,7.47%,8.80%,7.13%,6.93%,7.01%,4.00%,6.92%,4.53%,3.48%,2.09%,Upgrade
