Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"3,679","4,153","5,767","4,649","3,762","3,620","4,880","4,720","2,778","4,312","11,465",Upgrade
Market Cap Growth,-,-27.98%,24.04%,23.60%,3.90%,-25.82%,3.41%,69.87%,-35.57%,-62.39%,44.82%,Upgrade
Enterprise Value,"5,293","4,616","7,152","5,229","2,684","5,223","6,519","4,915","1,413","1,947","9,282",Upgrade
PE Ratio,8.52,9.03,4.99,5.34,6.70,7.67,17.86,20.60,10.91,23.79,44.28,Upgrade
PS Ratio,3.05,3.49,2.80,2.71,2.85,3.24,5.19,5.89,3.49,6.63,16.59,Upgrade
PB Ratio,2.01,2.40,2.68,1.81,1.14,1.22,1.97,2.01,1.33,2.36,9.87,Upgrade
P/FCF Ratio,-61.10,831.98,-116.45,-25.45,-240.49,-35.24,-28.51,-23.71,-32.66,-9.87,163.74,Upgrade
P/OCF Ratio,-61.10,831.98,-116.45,-25.45,-240.49,-35.24,-28.51,-23.71,-32.66,-9.87,163.74,Upgrade
EV/Sales Ratio,4.40,3.88,3.47,3.04,2.04,4.68,6.93,6.14,1.78,3.00,13.43,Upgrade
EV/EBITDA Ratio,8.18,7.04,4.60,4.47,3.54,9.11,12.97,11.59,3.15,5.67,21.95,Upgrade
EV/EBIT Ratio,8.53,7.32,4.64,4.53,3.61,9.34,13.27,11.86,3.22,5.83,22.21,Upgrade
EV/FCF Ratio,-94.14,924.59,-144.43,-28.62,-171.60,-50.83,-38.09,-24.70,-16.61,-4.46,132.56,Upgrade
Debt / Equity Ratio,3.02,3.03,2.76,2.02,1.40,1.44,1.32,0.92,0.51,-,-,Upgrade
Debt / EBITDA Ratio,8.52,7.98,3.81,4.44,6.12,7.47,6.52,5.11,2.41,-,-,Upgrade
Debt / FCF Ratio,-112.74,1048.70,-119.76,-28.41,-296.87,-41.70,-19.14,-10.89,-12.69,-,-,Upgrade
Asset Turnover,0.04,0.04,0.07,0.06,0.04,0.05,0.05,0.05,0.06,0.01,0.01,Upgrade
Return on Equity (ROE),23.80%,23.80%,50.30%,39.10%,17.80%,16.90%,11.30%,10.20%,12.90%,6.60%,6.00%,Upgrade
Return on Assets (ROA),1.60%,1.60%,3.90%,2.80%,1.90%,1.90%,1.30%,1.40%,1.80%,0.40%,0.20%,Upgrade
Return on Capital (ROIC),2.10%,2.10%,5.10%,3.80%,2.40%,2.10%,2.20%,2.40%,3.40%,0.40%,0.20%,Upgrade
Earnings Yield,12.15%,11.08%,20.04%,18.73%,14.93%,13.03%,5.60%,4.85%,9.17%,4.20%,2.26%,Upgrade
FCF Yield,-1.33%,0.12%,-0.86%,-3.93%,-0.42%,-2.84%,-3.51%,-4.22%,-3.06%,-10.13%,0.61%,Upgrade
Dividend Yield,2.90%,2.77%,1.11%,1.00%,1.37%,-,-,-,-,1.50%,2.35%,Upgrade
Payout Ratio,24.60%,24.70%,5.40%,5.30%,9.20%,0.00%,0.00%,0.00%,0.00%,34.90%,101.70%,Upgrade
Buyback Yield / Dilution,13.22%,18.26%,17.38%,10.10%,2.05%,-0.26%,-1.30%,-0.16%,0.01%,3.63%,7.11%,Upgrade
Total Shareholder Return,16.12%,21.03%,18.49%,11.09%,3.42%,-0.26%,-1.30%,-0.16%,0.01%,5.13%,9.46%,Upgrade
