Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"7,675","7,861","8,498","8,308","9,839","7,186","11,316","7,898","8,627","6,696","5,925",Upgrade
Market Cap Growth,-,-7.50%,2.28%,-15.55%,36.92%,-36.50%,43.29%,-8.46%,28.84%,13.01%,46.83%,Upgrade
Enterprise Value,"6,801","7,004","7,717","7,529","9,008","6,397","10,577","7,177","7,921","6,002","5,320",Upgrade
PE Ratio,19.90,16.53,15.55,18.58,19.62,14.21,27.98,23.66,26.01,21.01,20.57,Upgrade
PS Ratio,4.07,3.95,4.43,4.93,5.96,4.42,7.41,5.64,6.47,5.29,5.26,Upgrade
PB Ratio,3.79,4.02,4.57,4.78,5.66,4.51,7.66,6.06,6.69,5.37,5.13,Upgrade
P/FCF Ratio,22.35,15.99,14.64,20.26,21.03,13.95,30.31,22.41,25.86,21.50,20.06,Upgrade
P/OCF Ratio,18.19,13.88,13.42,17.00,18.05,12.21,24.61,18.19,21.17,17.87,16.87,Upgrade
EV/Sales Ratio,3.62,3.52,4.02,4.47,5.46,3.94,6.93,5.12,5.94,4.74,4.72,Upgrade
EV/EBITDA Ratio,11.52,10.04,9.81,11.53,12.64,9.24,16.70,12.36,13.95,10.89,10.80,Upgrade
EV/EBIT Ratio,13.53,11.48,11.12,13.23,14.25,10.40,18.96,14.10,15.81,12.25,12.21,Upgrade
EV/FCF Ratio,19.90,14.25,13.29,18.36,19.25,12.42,28.33,20.36,23.74,19.27,18.01,Upgrade
Debt / Equity Ratio,0.01,0.01,0.04,0.02,0.03,-,0.02,-,-,-,-,Upgrade
Debt / EBITDA Ratio,0.05,0.04,0.10,0.07,0.07,-,0.05,-,-,-,-,Upgrade
Debt / FCF Ratio,0.08,0.06,0.14,0.10,0.10,-,0.08,-,-,-,-,Upgrade
Current Ratio,5.25,3.65,3.95,4.10,4.45,4.03,4.14,4.16,4.47,4.35,4.07,Upgrade
Asset Turnover,0.81,0.86,0.87,0.81,0.82,0.84,0.89,0.89,0.86,0.86,0.82,Upgrade
Return on Equity (ROE),20.10%,24.40%,29.80%,25.90%,29.90%,31.50%,28.70%,25.70%,25.60%,26.00%,25.30%,Upgrade
Return on Assets (ROA),17.00%,20.50%,24.70%,21.40%,24.80%,26.30%,23.60%,21.30%,21.50%,21.60%,20.90%,Upgrade
Return on Capital (ROIC),62.60%,76.10%,84.20%,76.60%,89.30%,109.90%,114.00%,113.70%,119.90%,120.20%,110.50%,Upgrade
Earnings Yield,5.13%,6.05%,6.43%,5.38%,5.10%,7.04%,3.57%,4.23%,3.84%,4.76%,4.86%,Upgrade
FCF Yield,4.47%,6.25%,6.83%,4.94%,4.76%,7.17%,3.30%,4.46%,3.87%,4.65%,4.99%,Upgrade
Dividend Yield,1.44%,1.45%,1.30%,1.29%,1.07%,1.41%,0.83%,1.12%,0.98%,1.19%,1.25%,Upgrade
Payout Ratio,28.50%,23.80%,19.90%,23.60%,20.50%,19.50%,22.70%,26.10%,25.00%,24.30%,25.00%,Upgrade
Buyback Yield / Dilution,3.15%,4.11%,3.82%,3.81%,3.93%,0.64%,1.31%,3.05%,1.72%,1.79%,0.09%,Upgrade
Total Shareholder Return,4.60%,5.56%,5.12%,5.10%,5.00%,2.05%,2.15%,4.17%,2.70%,2.98%,1.33%,Upgrade
