Year,Current,2022,2021
Market Capitalization,261,256,189
Market Cap Growth,-,35.65%,-
Enterprise Value,261,256,188
PE Ratio,262.50,260.44,-877.31
PB Ratio,-33.02,-33.02,-32.84
P/FCF Ratio,-215.31,-215.31,-3770.82
P/OCF Ratio,-215.31,-215.31,-3770.82
EV/EBITDA Ratio,265.71,260.69,-872.96
EV/EBIT Ratio,265.71,260.69,-872.96
EV/FCF Ratio,-215.52,-215.52,-3752.13
Debt / Equity Ratio,-0.04,-0.04,-
Debt / EBITDA Ratio,0.31,0.31,-
Debt / FCF Ratio,-0.25,-0.25,-
Current Ratio,0.14,0.14,2.32
Return on Equity (ROE),-14.80%,-14.80%,-
Return on Assets (ROA),0.50%,0.50%,-
Return on Capital (ROIC),0.50%,0.50%,-
Earnings Yield,0.38%,0.38%,-0.11%
FCF Yield,-0.46%,-0.46%,-0.03%
Buyback Yield / Dilution,-216.38%,-216.38%,-
Total Shareholder Return,-216.38%,-216.38%,-
