Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Market Capitalization,302,328,332,258,256,174,137,131,81,85,85,Upgrade
Market Cap Growth,-,-1.46%,28.95%,0.64%,47.46%,27.01%,4.71%,61.27%,-4.86%,-0.16%,5.91%,Upgrade
Enterprise Value,916,943,778,502,422,389,329,290,235,197,173,Upgrade
PE Ratio,12.33,13.28,7.27,17.45,4.60,9.39,7.74,11.47,6.96,7.73,10.04,Upgrade
PS Ratio,3.04,3.31,4.70,4.47,4.38,3.64,3.54,3.94,2.70,3.11,3.72,Upgrade
PB Ratio,0.87,0.94,0.93,0.85,0.84,0.96,0.95,1.03,0.65,0.69,0.75,Upgrade
P/FCF Ratio,-2.51,-2.51,-1.64,-4.14,-16.92,-4.35,-4.44,19.38,-2.51,-3.92,-2.89,Upgrade
P/OCF Ratio,-2.51,-2.51,-1.64,-4.14,-16.92,-4.35,-4.44,19.38,-2.51,-3.92,-2.89,Upgrade
EV/Sales Ratio,9.25,9.51,11.00,8.71,7.21,8.15,8.53,8.75,7.81,7.20,7.56,Upgrade
EV/EBITDA Ratio,15.79,16.25,11.87,17.70,5.91,12.70,11.51,13.63,11.68,10.73,11.86,Upgrade
EV/EBIT Ratio,15.79,16.25,11.87,17.70,5.91,12.70,11.51,13.63,11.68,10.73,11.86,Upgrade
EV/FCF Ratio,-7.23,-7.23,-3.83,-8.05,-27.84,-9.72,-10.71,43.03,-7.28,-9.08,-5.86,Upgrade
Debt / Equity Ratio,2.05,2.05,1.40,0.90,0.67,1.53,1.44,1.43,1.28,1.08,0.83,Upgrade
Debt / EBITDA Ratio,12.26,12.26,7.61,9.66,2.87,9.05,7.22,8.53,8.00,7.19,6.47,Upgrade
Debt / FCF Ratio,-5.45,-5.45,-2.46,-4.40,-13.53,-6.93,-6.71,26.93,-4.99,-6.08,-3.19,Upgrade
Asset Turnover,0.10,0.10,0.09,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,Upgrade
Return on Equity (ROE),7.20%,7.20%,13.60%,5.00%,22.30%,11.00%,13.00%,8.90%,9.30%,9.10%,7.60%,Upgrade
Return on Assets (ROA),2.40%,2.40%,5.80%,2.60%,10.60%,4.30%,4.90%,3.70%,4.20%,4.40%,4.00%,Upgrade
Return on Capital (ROIC),3.60%,3.60%,5.70%,3.60%,9.70%,4.70%,5.20%,4.70%,5.00%,5.00%,5.10%,Upgrade
Earnings Yield,8.19%,7.53%,13.76%,5.73%,21.76%,10.65%,12.93%,8.72%,14.38%,12.93%,9.97%,Upgrade
FCF Yield,-43.26%,-39.80%,-61.10%,-24.18%,-5.91%,-23.01%,-22.50%,5.16%,-39.78%,-25.51%,-34.63%,Upgrade
Dividend Yield,9.58%,8.33%,6.62%,5.34%,8.04%,8.36%,8.37%,8.48%,16.27%,2.53%,15.29%,Upgrade
Payout Ratio,110.70%,110.70%,48.10%,93.20%,37.00%,78.30%,64.80%,97.50%,112.90%,19.60%,153.20%,Upgrade
Buyback Yield / Dilution,-4.42%,-4.42%,-2.40%,-20.06%,-32.25%,-16.98%,-4.94%,-2.83%,-3.67%,-9.44%,-19.71%,Upgrade
Total Shareholder Return,5.18%,3.90%,4.22%,-14.72%,-24.21%,-8.62%,3.43%,5.65%,12.60%,-6.91%,-4.41%,Upgrade
