Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,167,240,218,203,292,253,316,302,247,211,256,Upgrade
Market Cap Growth,-,9.86%,7.56%,-30.43%,15.03%,-19.85%,4.60%,22.29%,17.04%,-17.59%,13.89%,Upgrade
Enterprise Value,112,168,79,69,204,197,252,208,104,96,145,Upgrade
PE Ratio,6.61,9.24,10.71,12.62,16.69,15.69,22.44,20.23,15.61,12.49,14.41,Upgrade
PS Ratio,2.82,4.08,4.30,4.60,6.28,5.51,7.09,7.16,5.35,4.54,5.41,Upgrade
PB Ratio,1.27,1.95,1.14,1.01,1.59,1.33,1.71,1.70,1.44,1.27,1.76,Upgrade
P/FCF Ratio,6.45,8.48,9.41,16.84,15.84,13.43,28.07,17.01,11.98,10.02,10.24,Upgrade
P/OCF Ratio,6.15,8.13,9.54,14.71,15.48,12.80,28.77,17.24,12.04,10.39,10.48,Upgrade
EV/Sales Ratio,1.89,2.87,1.57,1.56,4.40,4.29,5.65,4.93,2.26,2.06,3.06,Upgrade
EV/EBITDA Ratio,3.52,5.20,3.14,3.47,9.54,10.09,11.86,10.43,4.67,4.01,5.82,Upgrade
EV/EBIT Ratio,3.59,5.30,3.22,3.60,9.89,10.53,12.37,11.01,5.07,4.34,6.27,Upgrade
EV/FCF Ratio,4.34,5.96,3.43,5.73,11.10,10.44,22.38,11.71,5.05,4.54,5.79,Upgrade
Asset Turnover,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),20.40%,19.50%,10.70%,8.10%,9.50%,8.60%,7.60%,8.30%,9.20%,10.60%,12.00%,Upgrade
Return on Assets (ROA),1.50%,1.50%,1.20%,1.10%,1.40%,1.30%,1.10%,1.20%,1.40%,1.50%,1.60%,Upgrade
Return on Capital (ROIC),2.00%,2.00%,1.70%,1.40%,1.80%,1.50%,1.80%,1.70%,2.00%,2.20%,2.30%,Upgrade
Earnings Yield,15.32%,10.82%,9.34%,7.93%,5.99%,6.37%,4.46%,4.94%,6.40%,8.01%,6.94%,Upgrade
FCF Yield,15.49%,11.79%,10.62%,5.94%,6.31%,7.45%,3.56%,5.88%,8.35%,9.98%,9.77%,Upgrade
Dividend Yield,8.82%,3.72%,4.02%,4.44%,3.09%,3.32%,2.57%,2.67%,3.21%,3.72%,3.04%,Upgrade
Payout Ratio,58.30%,34.60%,43.90%,56.00%,52.50%,52.20%,57.60%,54.00%,50.00%,46.50%,43.80%,Upgrade
Buyback Yield / Dilution,2.61%,2.30%,6.04%,0.16%,6.73%,-,-,-0.03%,-0.08%,-0.04%,-,Upgrade
Total Shareholder Return,11.42%,6.02%,10.06%,4.60%,9.83%,3.32%,2.57%,2.64%,3.13%,3.68%,3.04%,Upgrade
