Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,465,465,439,320,363,286,372,302,223,238,299,Upgrade
Market Cap Growth,-,5.84%,37.25%,-11.82%,26.95%,-23.08%,23.03%,35.56%,-6.32%,-20.29%,52.15%,Upgrade
Enterprise Value,863,813,636,639,703,515,568,465,415,392,390,Upgrade
PE Ratio,11.49,12.98,3.78,10.25,7.49,5.78,8.46,7.27,8.58,12.21,10.98,Upgrade
PS Ratio,4.50,4.94,4.86,3.76,4.71,3.74,5.42,5.02,4.11,5.16,7.15,Upgrade
PB Ratio,0.95,0.97,0.90,0.78,0.88,0.71,0.95,0.85,0.90,0.98,1.41,Upgrade
P/FCF Ratio,-8.45,-4.41,2.62,5.72,-5.28,35.10,-13.18,-8.99,-11.45,-3.34,-142.73,Upgrade
P/OCF Ratio,-8.45,-4.41,2.62,5.72,-5.28,35.10,-13.18,-8.99,-11.45,-3.34,-142.73,Upgrade
EV/Sales Ratio,8.40,8.63,7.03,7.51,9.11,6.74,8.28,7.71,7.65,8.50,9.32,Upgrade
EV/EBITDA Ratio,14.25,14.54,4.68,12.35,10.64,8.20,10.52,8.83,11.61,14.33,11.29,Upgrade
EV/EBIT Ratio,14.25,14.54,4.68,12.35,10.64,8.20,10.52,8.83,11.61,14.33,11.29,Upgrade
EV/FCF Ratio,-15.59,-7.70,3.79,11.42,-10.22,63.26,-20.14,-13.82,-21.34,-5.50,-186.27,Upgrade
Debt / Equity Ratio,0.90,0.85,0.75,1.08,0.86,0.67,0.60,0.62,0.91,0.75,0.68,Upgrade
Debt / EBITDA Ratio,7.22,7.34,2.70,8.56,5.37,4.32,4.41,4.17,6.26,6.70,4.19,Upgrade
Debt / FCF Ratio,-7.79,-3.89,2.18,7.92,-5.16,33.32,-8.43,-6.53,-11.51,-2.57,-69.07,Upgrade
Asset Turnover,0.11,0.10,0.11,0.11,0.10,0.11,0.11,0.12,0.12,0.12,0.11,Upgrade
Return on Equity (ROE),8.20%,7.40%,26.10%,8.00%,12.00%,12.40%,11.50%,13.90%,10.50%,8.60%,12.60%,Upgrade
Return on Assets (ROA),4.30%,3.90%,14.00%,4.00%,6.50%,7.20%,7.20%,7.90%,5.70%,5.00%,7.40%,Upgrade
Return on Capital (ROIC),4.70%,4.50%,12.50%,4.60%,6.30%,6.80%,6.90%,7.60%,5.60%,5.30%,7.70%,Upgrade
Earnings Yield,8.57%,7.70%,26.42%,9.75%,13.35%,17.29%,11.82%,13.76%,11.65%,8.19%,9.11%,Upgrade
FCF Yield,-12.13%,-22.69%,38.21%,17.48%,-18.93%,2.85%,-7.58%,-11.13%,-8.73%,-29.95%,-0.70%,Upgrade
Dividend Yield,10.14%,10.52%,8.90%,10.15%,10.78%,13.69%,10.12%,9.68%,11.63%,9.77%,8.79%,Upgrade
Payout Ratio,132.30%,137.00%,33.70%,103.90%,80.80%,79.20%,85.60%,70.50%,100.00%,119.10%,96.50%,Upgrade
Buyback Yield / Dilution,-1.50%,-0.13%,0.02%,0.08%,0.04%,-4.01%,-28.68%,-12.85%,-12.93%,-6.08%,-32.78%,Upgrade
Total Shareholder Return,8.66%,10.40%,8.92%,10.24%,10.82%,9.68%,-18.55%,-3.17%,-1.30%,3.69%,-23.99%,Upgrade
