Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Market Capitalization,224,265,333,320,235,241,154,89,84,80,63,Upgrade
Market Cap Growth,-,-20.31%,3.97%,36.18%,-2.50%,56.63%,73.90%,5.24%,5.42%,27.07%,32.83%,Upgrade
Enterprise Value,268,267,258,264,279,332,178,67,100,68,74,Upgrade
PE Ratio,7.58,8.84,13.87,24.58,20.32,21.92,17.67,11.52,11.85,12.57,8.82,Upgrade
PS Ratio,2.58,3.06,4.26,5.98,5.76,6.32,4.43,2.76,2.81,2.83,2.18,Upgrade
PB Ratio,1.27,1.63,1.57,1.92,2.20,2.58,1.76,1.10,1.10,1.11,0.95,Upgrade
P/FCF Ratio,6.15,5.90,52.06,-353.22,10.74,23.92,11.88,6.16,5.94,16.20,2.85,Upgrade
P/OCF Ratio,5.85,5.37,46.27,1082.32,9.12,17.68,11.09,5.59,5.35,10.11,2.72,Upgrade
EV/Sales Ratio,3.09,3.08,3.30,4.92,6.84,8.69,5.12,2.08,3.34,2.41,2.57,Upgrade
EV/EBITDA Ratio,6.67,6.57,7.71,13.32,16.23,20.55,13.65,4.87,8.02,5.83,5.68,Upgrade
EV/EBIT Ratio,7.63,7.54,9.20,17.27,20.09,25.29,17.93,6.40,11.22,7.98,7.61,Upgrade
EV/FCF Ratio,7.36,5.94,40.29,-291.02,12.75,32.94,13.72,4.66,7.06,13.79,3.37,Upgrade
Debt / Equity Ratio,0.61,0.19,0.10,0.08,0.56,1.16,0.45,0.05,0.37,0.19,0.37,Upgrade
Debt / EBITDA Ratio,2.67,0.76,0.65,0.65,3.47,6.71,3.05,0.31,2.26,1.20,1.88,Upgrade
Debt / FCF Ratio,2.94,0.69,3.37,-14.26,2.73,10.75,3.06,0.29,1.99,2.83,1.12,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,Upgrade
Return on Equity (ROE),18.20%,18.60%,12.80%,8.70%,11.30%,12.20%,10.30%,9.60%,9.50%,9.00%,11.50%,Upgrade
Return on Assets (ROA),1.20%,1.20%,1.10%,0.80%,1.20%,1.20%,1.00%,1.00%,1.00%,1.00%,1.10%,Upgrade
Return on Capital (ROIC),1.50%,1.50%,1.40%,1.00%,1.40%,1.30%,1.10%,1.40%,1.20%,1.30%,1.50%,Upgrade
Earnings Yield,13.20%,11.31%,7.21%,4.07%,4.92%,4.56%,5.66%,8.68%,8.44%,7.96%,11.33%,Upgrade
FCF Yield,16.25%,16.96%,1.92%,-0.28%,9.31%,4.18%,8.42%,16.24%,16.85%,6.17%,35.05%,Upgrade
Dividend Yield,3.49%,2.86%,2.08%,1.77%,1.70%,1.53%,2.63%,3.44%,3.36%,3.33%,4.15%,Upgrade
Payout Ratio,26.40%,25.40%,27.30%,40.10%,34.60%,33.40%,46.30%,39.60%,39.80%,41.80%,36.30%,Upgrade
Buyback Yield / Dilution,0.09%,0.26%,-13.42%,-31.63%,-0.59%,-0.79%,-1.34%,-0.57%,-0.84%,-2.04%,-2.75%,Upgrade
Total Shareholder Return,3.59%,3.13%,-11.33%,-29.86%,1.12%,0.74%,1.29%,2.87%,2.52%,1.29%,1.39%,Upgrade
