Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"1,069","1,051",723,396,130,111,715,627,334,491,"1,204",Upgrade
Market Cap Growth,-,45.33%,82.54%,204.08%,17.17%,-84.44%,14.03%,87.88%,-31.98%,-59.28%,56.64%,Upgrade
Enterprise Value,"1,760","1,710","1,411","1,117",888,867,"1,433","1,385","1,112","1,190","1,729",Upgrade
PE Ratio,32.15,30.74,-19.09,-50.17,-2.16,-4.63,-23.99,39.42,-4.29,6.80,22.99,Upgrade
PS Ratio,0.80,0.80,0.56,0.33,0.10,0.08,0.45,0.38,0.22,0.32,0.82,Upgrade
PB Ratio,-7.02,-7.21,-3.91,-1.67,-0.54,-0.41,-2.91,-2.91,-1.50,-2.68,-15.64,Upgrade
P/FCF Ratio,23.58,32.96,-168.24,7.08,14.48,-3.90,14.62,16.45,-4.42,-21.70,11.15,Upgrade
P/OCF Ratio,9.83,12.27,19.50,4.09,2.05,3.80,5.39,5.18,9.78,7.87,7.72,Upgrade
EV/Sales Ratio,1.31,1.31,1.10,0.92,0.69,0.60,0.89,0.85,0.72,0.77,1.17,Upgrade
EV/EBITDA Ratio,12.32,12.14,17.02,6.86,10.27,7.28,17.10,8.27,13.72,6.90,9.43,Upgrade
EV/EBIT Ratio,19.37,19.17,54.49,11.34,69.92,20.30,164.70,15.83,74.61,10.18,13.04,Upgrade
EV/FCF Ratio,38.86,53.61,-328.19,19.95,98.67,-30.41,29.30,36.35,-14.74,-52.63,16.01,Upgrade
Debt / Equity Ratio,-5.78,-5.70,-4.56,-3.87,-3.76,-3.35,-3.70,-4.24,-4.23,-5.20,-10.95,Upgrade
Debt / EBITDA Ratio,5.80,5.90,10.17,5.63,10.46,7.57,10.84,5.47,11.64,5.51,4.60,Upgrade
Debt / FCF Ratio,18.30,26.04,-196.05,16.37,100.50,-31.61,18.57,24.02,-12.50,-42.02,7.80,Upgrade
Asset Turnover,0.31,0.29,0.28,0.28,0.30,0.32,0.35,0.37,0.34,0.33,0.30,Upgrade
Return on Equity (ROE),-20.70%,-19.50%,19.00%,3.10%,23.90%,9.70%,14.50%,-7.30%,31.80%,-55.30%,-40.80%,Upgrade
Return on Assets (ROA),0.80%,0.80%,-0.80%,-0.20%,-1.40%,-0.50%,-0.70%,0.40%,-1.70%,1.50%,1.10%,Upgrade
Return on Capital (ROIC),2.00%,1.90%,0.50%,2.10%,0.30%,0.90%,0.20%,1.80%,0.30%,3.30%,3.70%,Upgrade
Earnings Yield,3.19%,3.25%,-5.24%,-1.99%,-46.27%,-21.58%,-4.17%,2.54%,-23.29%,14.70%,4.35%,Upgrade
FCF Yield,4.24%,3.03%,-0.59%,14.13%,6.91%,-25.62%,6.84%,6.08%,-22.60%,-4.61%,8.97%,Upgrade
Buyback Yield / Dilution,-1.21%,-11.59%,-15.30%,-9.42%,-10.58%,-2.23%,4.55%,-6.12%,5.19%,8.90%,-0.56%,Upgrade
Total Shareholder Return,-1.21%,-11.59%,-15.30%,-9.42%,-10.58%,-2.23%,4.55%,-6.12%,5.19%,8.90%,-0.56%,Upgrade
