Year,Current,2022,2021
Market Capitalization,666,648,-
Enterprise Value,666,648,0
PE Ratio,169.50,40.35,-
PB Ratio,-27.31,-28.77,-
P/FCF Ratio,-600.51,-257.70,-
P/OCF Ratio,-600.51,-257.70,-
EV/EBITDA Ratio,29.18,38.84,-25.01
EV/EBIT Ratio,29.18,38.84,-25.01
EV/FCF Ratio,-600.79,-257.78,-0.86
Debt / Equity Ratio,-0.02,-0.03,15.88
Debt / EBITDA Ratio,0.03,0.04,-49.08
Debt / FCF Ratio,-0.55,-0.24,-1.69
Current Ratio,0.68,1.39,1.04
Return on Equity (ROE),-84.70%,-57.60%,-
Return on Assets (ROA),4.00%,3.00%,-
Return on Capital (ROIC),4.30%,3.20%,-
Earnings Yield,3.22%,2.48%,-
FCF Yield,-0.17%,-0.39%,-
Buyback Yield / Dilution,-13.06%,-901.77%,-
Total Shareholder Return,-13.06%,-901.77%,-
