Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,"1,124","1,608","1,874","1,411","1,627","1,619","1,801","1,878","1,325","1,179","1,157",Upgrade
Market Cap Growth,-,-14.20%,32.80%,-13.25%,0.49%,-10.11%,-4.13%,41.76%,12.37%,1.90%,28.93%,Upgrade
Enterprise Value,"2,486","2,769","1,799","2,080","2,565","2,918","3,353","3,347","2,931","2,585","2,260",Upgrade
PE Ratio,6.45,9.15,11.16,14.56,14.44,13.67,19.17,21.40,15.83,16.02,16.41,Upgrade
PS Ratio,2.25,3.24,3.93,3.97,4.67,4.82,5.49,6.09,4.41,4.28,4.54,Upgrade
PB Ratio,0.69,1.01,1.10,0.87,1.15,1.19,1.39,1.50,1.11,1.03,1.15,Upgrade
P/FCF Ratio,5.46,8.42,13.10,15.44,12.32,10.61,13.36,15.36,12.16,13.53,10.31,Upgrade
P/OCF Ratio,5.43,8.03,11.95,13.66,11.88,10.40,15.36,14.76,11.54,11.60,9.65,Upgrade
EV/Sales Ratio,4.97,5.57,3.77,5.85,7.36,8.69,10.21,10.85,9.74,9.39,8.87,Upgrade
EV/EBITDA Ratio,9.59,10.50,7.20,14.09,15.46,18.95,22.04,24.33,21.89,22.18,19.71,Upgrade
EV/EBIT Ratio,10.54,11.53,7.92,16.31,17.44,20.28,23.87,26.82,24.39,24.52,21.34,Upgrade
EV/FCF Ratio,12.06,14.50,12.57,22.75,19.43,19.13,24.88,27.36,26.89,29.67,20.13,Upgrade
Debt / Equity Ratio,0.97,0.84,0.38,0.74,0.80,1.06,1.34,1.29,1.43,1.32,1.19,Upgrade
Debt / EBITDA Ratio,6.15,5.11,2.55,8.14,6.78,9.36,11.46,11.73,12.76,12.95,10.50,Upgrade
Debt / FCF Ratio,7.74,7.06,4.45,13.14,8.52,9.45,12.93,13.18,15.67,17.33,10.73,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.03,0.04,Upgrade
Return on Equity (ROE),10.80%,11.10%,10.00%,6.40%,8.10%,8.90%,7.30%,7.10%,7.10%,6.70%,7.10%,Upgrade
Return on Assets (ROA),1.30%,1.30%,1.30%,0.80%,1.10%,1.20%,1.00%,0.90%,1.00%,0.90%,1.00%,Upgrade
Return on Capital (ROIC),1.70%,1.70%,1.70%,1.10%,1.40%,1.30%,1.30%,1.20%,1.20%,1.20%,1.30%,Upgrade
Earnings Yield,15.32%,10.92%,8.96%,6.87%,6.92%,7.31%,5.22%,4.67%,6.32%,6.24%,6.10%,Upgrade
FCF Yield,18.33%,11.87%,7.63%,6.48%,8.12%,9.43%,7.48%,6.51%,8.22%,7.39%,9.70%,Upgrade
Dividend Yield,6.44%,4.46%,3.80%,4.54%,4.46%,3.30%,3.33%,2.41%,3.10%,3.08%,2.78%,Upgrade
Payout Ratio,41.60%,40.90%,42.30%,66.20%,64.40%,45.10%,63.70%,51.40%,48.90%,49.20%,45.50%,Upgrade
Buyback Yield / Dilution,1.60%,2.32%,-9.96%,-7.56%,0.57%,-0.81%,-1.14%,-1.17%,-4.21%,-5.58%,-0.28%,Upgrade
Total Shareholder Return,8.04%,6.79%,-6.16%,-3.02%,5.02%,2.49%,2.20%,1.25%,-1.12%,-2.50%,2.49%,Upgrade
