Year,Current,2022,2021
Market Capitalization,165,298,252
Market Cap Growth,-,18.19%,-
Enterprise Value,165,298,251
PE Ratio,26.70,26.04,-538.53
PB Ratio,-33.57,-33.57,-13.65
P/FCF Ratio,-328.46,-328.46,-183.53
P/OCF Ratio,-328.46,-328.46,-183.53
EV/EBITDA Ratio,14.39,26.03,-536.40
EV/EBIT Ratio,14.39,26.03,-536.40
EV/FCF Ratio,-328.36,-328.36,-182.80
Debt / Equity Ratio,-,-,0.00
Debt / EBITDA Ratio,-,-,-0.19
Debt / FCF Ratio,-,-,-0.07
Current Ratio,0.55,0.55,8.03
Return on Equity (ROE),-106.60%,-106.60%,-
Return on Assets (ROA),4.80%,4.80%,-
Return on Capital (ROIC),4.80%,4.80%,-
Earnings Yield,6.95%,3.84%,-0.19%
FCF Yield,-0.55%,-0.30%,-0.54%
