Year,Current,2022,2021
Market Capitalization,155,151,131
Market Cap Growth,-,15.02%,-
Enterprise Value,38,34,16
PE Ratio,75.50,136.27,-2498.03
PB Ratio,-33.39,-33.39,-54.72
P/FCF Ratio,-544.93,-544.93,-920.80
P/OCF Ratio,-544.93,-544.93,-920.80
EV/EBITDA Ratio,34.60,30.77,-300.53
EV/EBIT Ratio,34.60,30.77,-300.53
EV/FCF Ratio,-123.04,-123.04,-110.78
Debt / Equity Ratio,-0.34,-0.34,-
Debt / EBITDA Ratio,1.38,1.38,-
Debt / FCF Ratio,-5.54,-5.54,-
Current Ratio,25.56,25.56,39.46
Return on Equity (ROE),-33.80%,-33.80%,-
Return on Assets (ROA),1.00%,1.00%,-
Return on Capital (ROIC),1.00%,1.00%,-
Earnings Yield,0.71%,0.73%,-0.04%
FCF Yield,-0.18%,-0.18%,-0.11%
Buyback Yield / Dilution,-313.71%,-313.71%,-
Total Shareholder Return,-313.71%,-313.71%,-
