Year,Current,2022,2021
Market Capitalization,54,236,-
Enterprise Value,53,234,0
PE Ratio,43.86,49.56,-
PB Ratio,226.06,985.42,-
P/FCF Ratio,-255.79,-255.79,-
P/OCF Ratio,-255.79,-255.79,-
EV/EBITDA Ratio,10.16,45.23,-7.68
EV/EBIT Ratio,10.16,45.23,-7.68
EV/FCF Ratio,-254.23,-254.23,-7.52
Debt / Equity Ratio,-,-,0.05
Debt / EBITDA Ratio,-,-,-13.62
Debt / FCF Ratio,-,-,-13.33
Current Ratio,2.25,2.25,10.44
Return on Equity (ROE),-1508.70%,-1508.70%,-
Return on Assets (ROA),4.20%,4.20%,-
Return on Capital (ROIC),4.70%,4.70%,-
Earnings Yield,8.79%,2.02%,-
FCF Yield,-1.70%,-0.39%,-
Buyback Yield / Dilution,-431.57%,-431.57%,-
Total Shareholder Return,-431.57%,-431.57%,-
