Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,"1,881","2,322","3,191","1,803","1,148",976,"1,303","1,097",614,946,629,Upgrade
Market Cap Growth,-,-27.25%,77.02%,57.08%,17.57%,-25.09%,18.80%,78.78%,-35.14%,50.40%,10.73%,Upgrade
Enterprise Value,"2,040","2,142","2,474","1,641","1,308","1,153","2,084","1,935","1,248","2,249","1,619",Upgrade
PE Ratio,21.45,20.98,11.46,44.51,10.71,19.53,-20.09,-49.97,12.77,16.27,15.50,Upgrade
PS Ratio,1.35,1.63,1.57,1.46,1.38,1.32,1.58,1.47,0.91,1.46,1.20,Upgrade
PB Ratio,1.79,2.20,3.01,2.17,1.57,1.44,1.88,1.45,0.78,1.15,0.86,Upgrade
P/FCF Ratio,62.56,-9.09,4.65,2.37,18.73,1.98,6.68,-77.02,1.64,-16.47,17.15,Upgrade
P/OCF Ratio,32.36,-10.32,4.51,2.31,16.93,1.91,6.42,-340.13,1.62,-18.89,14.92,Upgrade
EV/Sales Ratio,1.49,1.50,1.22,1.33,1.57,1.56,2.53,2.59,1.86,3.47,3.08,Upgrade
EV/EBITDA Ratio,13.78,12.25,5.72,14.25,8.42,12.28,143.48,-168.89,13.46,19.78,20.45,Upgrade
EV/EBIT Ratio,17.85,14.89,6.35,27.49,9.60,15.36,-256.25,-49.51,15.60,22.68,24.73,Upgrade
EV/FCF Ratio,68.65,-8.38,3.60,2.15,21.35,2.33,10.68,-135.85,3.34,-39.14,44.14,Upgrade
Debt / Equity Ratio,0.22,0.18,0.24,0.42,0.56,0.34,1.17,1.20,1.16,1.64,1.57,Upgrade
Debt / EBITDA Ratio,1.53,1.06,0.59,3.01,2.64,2.42,56.07,-79.28,9.77,11.82,14.61,Upgrade
Debt / FCF Ratio,7.65,-0.73,0.37,0.45,6.70,0.46,4.18,-63.77,2.42,-23.38,31.54,Upgrade
Asset Turnover,0.69,0.71,0.94,0.70,0.62,0.50,0.42,0.35,0.28,0.26,0.22,Upgrade
Return on Equity (ROE),9.80%,10.90%,28.70%,5.30%,15.60%,7.30%,-8.70%,-2.80%,6.00%,7.30%,5.60%,Upgrade
Return on Assets (ROA),5.00%,5.50%,12.90%,2.30%,8.00%,3.40%,-3.30%,-1.00%,2.00%,2.30%,1.70%,Upgrade
Return on Capital (ROIC),7.20%,9.10%,24.60%,4.00%,9.50%,4.20%,-0.30%,-1.50%,2.50%,2.90%,2.00%,Upgrade
Earnings Yield,5.36%,4.77%,8.73%,2.25%,9.34%,5.12%,-4.98%,-2.00%,7.83%,6.15%,6.45%,Upgrade
FCF Yield,1.60%,-11.01%,21.51%,42.28%,5.34%,50.60%,14.96%,-1.30%,60.89%,-6.07%,5.83%,Upgrade
Dividend Yield,2.88%,5.04%,3.61%,1.65%,1.82%,7.03%,1.25%,-,-,-,-,Upgrade
Payout Ratio,51.30%,87.10%,34.80%,68.00%,19.00%,135.30%,-24.70%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,0.65%,-0.06%,-13.78%,-6.92%,-3.81%,-3.44%,-1.56%,11.19%,4.23%,0.24%,3.55%,Upgrade
Total Shareholder Return,3.55%,4.98%,-10.17%,-5.26%,-1.99%,3.59%,-0.31%,11.19%,4.23%,0.24%,3.55%,Upgrade
