Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"20,821","20,656","25,676","22,463","15,657","19,038","23,797","19,683","18,899","18,609","17,599",Upgrade
Market Cap Growth,-,-19.55%,14.30%,43.47%,-17.76%,-20.00%,20.90%,4.15%,1.56%,5.74%,25.53%,Upgrade
Enterprise Value,"53,689","53,523","56,643","55,930","47,918","48,240","47,665","46,807","49,845","47,836","49,246",Upgrade
PE Ratio,8.95,10.02,10.03,12.72,5.58,6.47,8.69,7.98,8.16,9.50,9.66,Upgrade
PS Ratio,1.03,1.03,1.24,1.07,0.74,0.86,0.95,0.81,0.90,1.03,1.32,Upgrade
PB Ratio,0.82,0.82,0.96,0.81,0.56,0.72,1.01,0.87,0.92,1.04,0.94,Upgrade
P/FCF Ratio,41.48,41.15,9.39,5.09,4.34,-48.34,-13.84,-25.73,-6.39,-4.86,-10.18,Upgrade
P/OCF Ratio,3.02,3.00,2.84,2.22,1.62,3.56,4.78,3.74,4.16,8.66,3.79,Upgrade
EV/Sales Ratio,2.67,2.66,2.74,2.66,2.27,2.18,1.90,1.94,2.36,2.64,3.68,Upgrade
EV/EBITDA Ratio,8.45,8.42,7.69,8.99,6.37,6.79,6.95,6.97,8.02,9.16,8.80,Upgrade
EV/EBIT Ratio,14.56,14.52,12.16,16.86,10.18,10.92,10.81,10.58,12.35,14.46,13.73,Upgrade
EV/FCF Ratio,106.95,106.62,20.72,12.67,13.29,-122.49,-27.72,-61.18,-16.85,-12.49,-28.49,Upgrade
Debt / Equity Ratio,1.70,1.70,1.49,1.56,1.54,1.55,1.54,1.65,1.86,2.05,2.17,Upgrade
Debt / EBITDA Ratio,6.79,6.79,5.42,6.98,5.69,5.75,5.27,5.56,6.14,7.05,7.23,Upgrade
Debt / FCF Ratio,86.04,86.04,14.61,9.83,11.87,-103.78,-21.03,-48.82,-12.90,-9.62,-23.40,Upgrade
Asset Turnover,0.18,0.18,0.18,0.17,0.18,0.21,0.25,0.24,0.21,0.20,0.16,Upgrade
Return on Equity (ROE),8.20%,8.20%,9.90%,6.50%,10.20%,11.50%,11.90%,11.30%,11.50%,11.40%,10.40%,Upgrade
Return on Assets (ROA),1.80%,1.80%,2.20%,1.40%,2.40%,2.70%,2.70%,2.50%,2.30%,2.20%,2.20%,Upgrade
Return on Capital (ROIC),2.60%,2.60%,3.20%,2.10%,3.20%,3.30%,3.50%,3.50%,3.10%,2.80%,3.10%,Upgrade
Earnings Yield,9.91%,9.99%,9.97%,7.86%,17.92%,15.46%,11.51%,12.53%,12.26%,10.53%,10.35%,Upgrade
FCF Yield,2.41%,2.43%,10.65%,19.65%,23.03%,-2.07%,-7.22%,-3.89%,-15.65%,-20.58%,-9.82%,Upgrade
Dividend Yield,0.72%,-,-,11.58%,29.81%,23.98%,16.52%,15.77%,13.80%,-,7.12%,Upgrade
Payout Ratio,-,-,0.00%,27.50%,32.00%,30.00%,27.80%,24.90%,22.30%,0.00%,14.00%,Upgrade
Buyback Yield / Dilution,2.13%,2.13%,2.94%,-,-0.01%,-0.03%,-0.00%,-0.03%,-0.07%,-5.93%,-13.26%,Upgrade
Total Shareholder Return,2.85%,2.13%,2.94%,11.58%,29.80%,23.95%,16.52%,15.74%,13.73%,-5.93%,-6.14%,Upgrade
