Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,78,91,114,88,104,100,96,103,79,66,71,Upgrade
Market Cap Growth,-,-19.77%,28.26%,-14.79%,3.49%,4.27%,-6.95%,30.99%,19.69%,-6.90%,48.53%,Upgrade
Enterprise Value,69,77,-13,53,68,69,64,77,50,63,49,Upgrade
PE Ratio,11.65,13.68,16.83,13.70,14.19,14.50,19.64,19.71,16.17,15.00,17.38,Upgrade
PS Ratio,3.66,4.33,5.37,4.40,5.16,5.25,5.36,6.01,4.73,4.26,4.85,Upgrade
PB Ratio,1.78,2.35,2.11,1.61,2.03,2.21,2.25,2.55,2.02,1.80,2.04,Upgrade
P/FCF Ratio,8.76,10.22,6.55,820.53,46.00,11.11,11.97,17.69,11.31,31.79,3.81,Upgrade
P/OCF Ratio,8.17,9.61,6.50,303.07,23.37,10.77,11.76,17.12,11.10,30.36,3.78,Upgrade
EV/Sales Ratio,3.25,3.65,-0.59,2.63,3.38,3.59,3.55,4.49,2.98,4.04,3.33,Upgrade
EV/EBITDA Ratio,7.73,8.53,-1.36,5.98,6.99,8.33,8.06,10.83,6.75,9.48,7.99,Upgrade
EV/EBIT Ratio,8.04,8.89,-1.43,6.28,7.16,8.53,8.26,11.13,6.94,9.78,8.25,Upgrade
EV/FCF Ratio,7.78,8.61,-0.73,490.48,30.10,7.59,7.93,13.20,7.13,30.15,2.62,Upgrade
Debt / Equity Ratio,0.31,0.35,0.26,0.23,0.26,-,-,-,-,0.19,-,Upgrade
Debt / EBITDA Ratio,1.49,1.49,1.52,1.44,1.36,-,-,-,-,1.06,-,Upgrade
Debt / FCF Ratio,1.50,1.51,0.81,118.04,5.85,-,-,-,-,3.36,-,Upgrade
Asset Turnover,0.03,0.03,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),17.00%,16.50%,12.50%,12.00%,14.80%,15.90%,11.50%,12.80%,12.70%,12.20%,11.80%,Upgrade
Return on Assets (ROA),1.00%,1.00%,1.10%,1.20%,1.70%,1.60%,1.10%,1.30%,1.30%,1.20%,1.20%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,1.70%,1.80%,2.30%,2.00%,1.90%,1.70%,2.00%,1.90%,2.00%,Upgrade
Earnings Yield,8.73%,7.31%,5.94%,7.30%,7.05%,6.90%,5.09%,5.07%,6.19%,6.67%,5.75%,Upgrade
FCF Yield,11.42%,9.78%,15.26%,0.12%,2.17%,9.00%,8.35%,5.65%,8.84%,3.15%,26.25%,Upgrade
Dividend Yield,4.86%,4.22%,3.90%,4.24%,4.79%,2.99%,3.05%,2.64%,3.18%,4.30%,3.15%,Upgrade
Payout Ratio,41.50%,56.70%,63.90%,56.40%,66.90%,42.50%,58.60%,50.60%,50.10%,62.60%,54.70%,Upgrade
Buyback Yield / Dilution,0.85%,0.63%,-0.03%,-1.62%,0.02%,-0.37%,-0.12%,0.22%,-0.69%,-2.57%,-0.33%,Upgrade
Total Shareholder Return,5.71%,4.85%,3.87%,2.62%,4.81%,2.62%,2.93%,2.86%,2.49%,1.73%,2.82%,Upgrade
