Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Market Capitalization,"2,214","2,117","2,674","2,215","1,144","1,125","1,119",985,819,751,689,Upgrade
Market Cap Growth,-,-20.82%,20.76%,93.60%,1.67%,0.55%,13.57%,20.28%,9.12%,8.89%,68.95%,Upgrade
Enterprise Value,"5,186","5,020","4,981","4,047","3,180","1,922","1,833","1,755","1,528","1,368","1,056",Upgrade
PE Ratio,20.67,13.80,7.86,40.36,-61.57,13.73,13.60,14.24,11.57,11.48,14.82,Upgrade
PS Ratio,4.44,5.46,8.71,7.41,6.64,7.39,8.12,7.71,6.83,6.85,8.23,Upgrade
PB Ratio,0.88,0.83,1.03,0.92,0.52,1.16,1.17,1.12,1.01,1.02,1.05,Upgrade
P/FCF Ratio,40.09,-5.08,-8.74,11.80,-9.66,-132.68,17.99,-17.57,-7.93,-2.94,-2.32,Upgrade
P/OCF Ratio,40.09,-5.08,-8.74,11.80,-9.66,-132.68,17.99,-17.57,-7.93,-2.94,-2.32,Upgrade
EV/Sales Ratio,10.39,12.94,16.22,13.54,18.46,12.63,13.31,13.73,12.73,12.49,12.60,Upgrade
EV/EBITDA Ratio,22.27,20.67,12.27,31.19,127.44,16.69,16.10,18.05,16.03,15.98,17.91,Upgrade
EV/EBIT Ratio,22.27,20.67,12.27,31.19,127.44,16.69,16.10,18.05,16.03,15.98,17.91,Upgrade
EV/FCF Ratio,93.84,-12.05,-16.28,21.56,-26.84,-226.69,29.48,-31.30,-14.80,-5.35,-3.55,Upgrade
Debt / Equity Ratio,1.24,1.21,0.99,0.84,0.95,0.87,0.81,0.98,0.99,0.95,0.64,Upgrade
Debt / EBITDA Ratio,13.30,12.67,6.28,15.55,84.94,7.32,6.82,8.84,8.46,8.15,7.14,Upgrade
Debt / FCF Ratio,56.05,-7.39,-8.34,10.75,-17.89,-99.38,12.49,-15.33,-7.81,-2.73,-1.41,Upgrade
Asset Turnover,0.09,0.07,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09,Upgrade
Return on Equity (ROE),4.20%,5.90%,13.50%,2.50%,-1.50%,8.50%,8.90%,8.30%,9.20%,9.20%,8.50%,Upgrade
Return on Assets (ROA),1.90%,2.70%,7.10%,1.20%,-0.70%,4.50%,4.60%,4.10%,4.50%,4.80%,4.80%,Upgrade
Return on Capital (ROIC),2.70%,2.90%,5.90%,2.00%,0.70%,4.40%,4.40%,4.00%,4.20%,4.40%,4.50%,Upgrade
Earnings Yield,4.86%,7.25%,12.72%,2.48%,-1.62%,7.29%,7.35%,7.02%,8.64%,8.71%,6.75%,Upgrade
FCF Yield,2.49%,-19.67%,-11.44%,8.48%,-10.36%,-0.75%,5.56%,-5.69%,-12.60%,-34.05%,-43.17%,Upgrade
Dividend Yield,9.69%,9.67%,7.29%,9.21%,8.02%,7.46%,7.78%,6.75%,7.66%,7.72%,6.40%,Upgrade
Payout Ratio,200.00%,133.30%,57.10%,370.30%,-500.00%,102.30%,105.50%,96.20%,88.90%,88.90%,94.80%,Upgrade
Buyback Yield / Dilution,0.02%,-1.60%,-12.81%,-127.39%,-6.06%,-8.49%,-9.56%,-5.98%,-8.26%,-31.36%,-42.01%,Upgrade
Total Shareholder Return,9.70%,8.08%,-5.53%,-118.18%,1.95%,-1.03%,-1.77%,0.77%,-0.60%,-23.64%,-35.61%,Upgrade
