Year,Current,2022,2021
Market Capitalization,150,147,142
Market Cap Growth,-,3.37%,-
Enterprise Value,150,146,141
PE Ratio,-170.99,-170.99,-132.18
PB Ratio,-163.86,-163.86,145.98
P/FCF Ratio,-283.29,-283.29,-181.58
P/OCF Ratio,-283.29,-283.29,-181.58
EV/EBITDA Ratio,-248.58,-248.58,-131.56
EV/EBIT Ratio,-248.58,-248.58,-131.56
EV/FCF Ratio,-283.01,-283.01,-180.73
Current Ratio,0.16,0.16,3.99
Return on Equity (ROE),-348.90%,-348.90%,-412.40%
Return on Assets (ROA),-0.70%,-0.70%,-3.60%
Return on Capital (ROIC),-0.50%,-0.50%,-3.60%
Earnings Yield,-0.57%,-0.58%,-0.76%
FCF Yield,-0.34%,-0.35%,-0.55%
Buyback Yield / Dilution,-251.52%,-251.52%,-
Total Shareholder Return,-251.52%,-251.52%,-
