Year,Current,2022,2021
Market Capitalization,105,357,342
Market Cap Growth,-,4.23%,-
Enterprise Value,104,356,341
PE Ratio,24.34,24.89,36.18
PB Ratio,-29.74,-29.74,-15.32
P/FCF Ratio,32.03,108.92,-364.75
P/OCF Ratio,32.03,108.92,-364.75
EV/EBITDA Ratio,7.29,24.86,36.05
EV/EBIT Ratio,7.29,24.86,36.05
EV/FCF Ratio,31.90,108.78,-363.52
Debt / Equity Ratio,-0.01,-0.01,-0.01
Debt / EBITDA Ratio,0.01,0.01,0.02
Debt / FCF Ratio,0.05,0.05,-0.18
Current Ratio,0.30,0.30,3.09
Return on Equity (ROE),-102.10%,-102.10%,-169.70%
Return on Assets (ROA),5.00%,5.00%,13.30%
Return on Capital (ROIC),5.10%,5.10%,13.40%
Earnings Yield,13.66%,4.02%,2.76%
FCF Yield,3.12%,0.92%,-0.27%
Buyback Yield / Dilution,-142.42%,-142.42%,-
Total Shareholder Return,-142.42%,-142.42%,-
