Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"1,745","2,999","3,777","2,957","1,936","1,594","1,849",978,457,293,262,Upgrade
Market Cap Growth,-,-20.61%,27.73%,52.78%,21.40%,-13.76%,89.10%,113.88%,56.13%,11.73%,147.26%,Upgrade
Enterprise Value,"1,449","3,227","4,359","2,606","2,338","2,163","2,286","1,214",642,369,350,Upgrade
PE Ratio,6.22,10.57,11.11,49.00,12.12,12.93,30.76,24.38,17.92,17.62,29.14,Upgrade
PS Ratio,2.24,3.84,4.49,6.52,4.06,3.84,6.84,5.98,4.00,3.56,4.01,Upgrade
PB Ratio,0.62,1.07,1.31,1.08,0.96,0.81,1.49,2.13,1.53,1.47,1.50,Upgrade
P/FCF Ratio,5.04,7.43,12.15,14.72,10.84,8.56,28.35,15.89,19.63,24.94,21.98,Upgrade
P/OCF Ratio,4.93,7.30,11.80,13.93,10.59,8.11,26.65,15.41,19.31,22.20,16.90,Upgrade
EV/Sales Ratio,1.86,4.13,5.18,5.74,4.90,5.21,8.46,7.43,5.62,4.48,5.35,Upgrade
EV/EBITDA Ratio,3.55,7.81,8.85,25.30,9.55,11.57,20.19,17.29,14.43,12.07,20.22,Upgrade
EV/EBIT Ratio,3.81,8.40,9.46,35.89,10.74,13.06,22.37,18.59,15.77,13.49,23.98,Upgrade
EV/FCF Ratio,4.19,8.00,14.02,12.97,13.09,11.62,35.06,19.73,27.57,31.41,29.32,Upgrade
Debt / Equity Ratio,0.40,0.48,0.31,0.19,0.36,0.39,0.52,0.86,0.89,0.94,1.22,Upgrade
Debt / EBITDA Ratio,2.77,3.22,1.80,5.17,2.99,4.16,5.66,5.66,5.96,6.12,12.40,Upgrade
Debt / FCF Ratio,3.27,3.30,2.86,2.65,4.10,4.18,9.84,6.46,11.40,15.92,17.98,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.10%,10.30%,12.10%,2.40%,8.00%,7.70%,6.60%,9.00%,8.90%,8.50%,5.30%,Upgrade
Return on Assets (ROA),1.30%,1.30%,1.60%,0.30%,1.40%,1.30%,1.00%,1.10%,0.90%,0.90%,0.60%,Upgrade
Return on Capital (ROIC),1.80%,1.80%,2.40%,0.40%,1.90%,1.70%,1.60%,1.80%,1.40%,1.40%,0.90%,Upgrade
Earnings Yield,16.02%,9.46%,9.00%,2.04%,8.25%,7.74%,3.25%,4.10%,5.58%,5.68%,3.43%,Upgrade
FCF Yield,19.84%,13.46%,8.23%,6.79%,9.23%,11.68%,3.53%,6.29%,5.09%,4.01%,4.55%,Upgrade
Dividend Yield,7.25%,4.14%,3.21%,2.77%,2.76%,-,-,-,-,-,-,Upgrade
Payout Ratio,44.90%,44.10%,35.80%,137.30%,33.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.25%,-0.08%,-18.24%,-31.00%,-11.13%,-41.81%,-40.35%,-27.69%,-23.90%,-4.42%,-51.22%,Upgrade
Total Shareholder Return,7.00%,4.06%,-15.03%,-28.23%,-8.37%,-41.81%,-40.35%,-27.69%,-23.90%,-4.42%,-51.22%,Upgrade
