Year,Current,2022,2021
Market Capitalization,73,132,114
Market Cap Growth,-,15.50%,-
Enterprise Value,72,131,113
PE Ratio,276.69,276.69,-625.98
PB Ratio,-56.11,-56.11,-87.39
P/FCF Ratio,-153.70,-153.70,-1025.01
P/OCF Ratio,-153.70,-153.70,-1025.01
EV/EBITDA Ratio,93.43,168.94,-618.48
EV/EBIT Ratio,93.43,168.94,-618.48
EV/FCF Ratio,-152.91,-152.91,-1012.72
Current Ratio,1.40,1.40,3.64
Return on Equity (ROE),-25.20%,-25.20%,-
Return on Assets (ROA),0.40%,0.40%,-
Return on Capital (ROIC),0.70%,0.70%,-
Earnings Yield,0.65%,0.36%,-0.16%
FCF Yield,-1.17%,-0.65%,-0.10%
Buyback Yield / Dilution,-304.93%,-304.93%,-
Total Shareholder Return,-304.93%,-304.93%,-
