Year,Current,2022,2021
Market Capitalization,274,267,257
Market Cap Growth,-,3.74%,-
Enterprise Value,274,266,256
PE Ratio,52.78,32.50,67.44
PB Ratio,-27.79,-30.63,-16.97
P/FCF Ratio,-154.02,-146.82,-367.40
P/OCF Ratio,-154.02,-146.82,-367.40
EV/EBITDA Ratio,42.36,29.71,67.16
EV/EBIT Ratio,42.36,29.71,67.16
EV/FCF Ratio,-153.95,-146.64,-365.92
Current Ratio,0.21,0.86,6.00
Return on Equity (ROE),-57.60%,-88.40%,-50.40%
Return on Assets (ROA),2.40%,3.90%,3.60%
Return on Capital (ROIC),3.10%,4.30%,3.60%
Earnings Yield,1.86%,3.08%,1.48%
FCF Yield,-0.64%,-0.68%,-0.27%
Buyback Yield / Dilution,-173.60%,-,
Total Shareholder Return,-173.60%,-,
