Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Market Capitalization,"2,491,261","1,920,840","2,040,304","1,543,306","1,026,511","757,640","532,175","402,220","357,155","344,459","288,489",Upgrade
Market Cap Growth,-,-5.86%,32.20%,50.34%,35.49%,42.37%,32.31%,12.62%,3.69%,19.40%,12.26%,Upgrade
Enterprise Value,"2,447,356","1,877,353","1,977,745","1,477,777","971,058","705,680","490,760","342,441","295,921","281,395","227,067",Upgrade
PE Ratio,36.26,26.41,33.30,34.85,26.16,45.72,20.88,19.58,29.29,15.61,13.20,Upgrade
PS Ratio,12.00,9.69,12.14,10.79,8.16,6.87,5.51,4.41,3.82,3.97,3.71,Upgrade
PB Ratio,12.80,11.53,14.37,13.05,10.03,9.16,6.07,5.59,4.46,3.84,3.65,Upgrade
P/FCF Ratio,43.40,29.48,36.36,34.12,26.83,23.49,16.96,16.10,15.05,12.75,11.74,Upgrade
P/OCF Ratio,29.86,21.57,26.59,25.44,19.67,17.26,13.47,12.07,12.04,10.60,10.01,Upgrade
EV/Sales Ratio,11.79,9.47,11.77,10.33,7.72,6.39,5.08,3.76,3.16,3.24,2.92,Upgrade
EV/EBITDA Ratio,24.23,18.73,23.23,21.60,16.73,14.27,12.00,10.22,11.72,8.37,7.27,Upgrade
EV/EBIT Ratio,28.11,21.89,26.93,26.57,20.94,18.00,15.28,12.74,15.34,9.90,8.26,Upgrade
EV/FCF Ratio,42.63,28.82,35.24,32.67,25.38,21.88,15.64,13.71,12.47,10.42,9.24,Upgrade
Debt / Equity Ratio,0.31,0.37,0.48,0.60,0.77,0.99,1.04,0.74,0.44,0.25,0.20,Upgrade
Debt / EBITDA Ratio,0.60,0.61,0.80,1.04,1.35,1.65,2.24,1.60,1.40,0.67,0.50,Upgrade
Debt / FCF Ratio,1.05,0.94,1.21,1.57,2.05,2.54,2.92,2.14,1.49,0.84,0.63,Upgrade
Quick Ratio,1.66,1.57,1.90,2.33,2.35,2.74,2.79,2.22,2.30,2.31,2.53,Upgrade
Current Ratio,1.91,1.79,2.08,2.52,2.53,2.90,2.92,2.35,2.47,2.50,2.71,Upgrade
Asset Turnover,0.56,0.57,0.54,0.50,0.47,0.44,0.42,0.50,0.54,0.56,0.59,Upgrade
Interest Coverage,43.92,41.58,31.31,21.47,17.27,14.35,14.46,21.63,24.70,47.60,64.06,Upgrade
Return on Equity (ROE),38.50%,45.40%,46.20%,39.50%,41.80%,20.10%,34.40%,27.30%,13.80%,25.70%,29.40%,Upgrade
Return on Assets (ROA),18.80%,21.00%,19.60%,15.40%,14.70%,6.60%,11.20%,11.30%,7.00%,14.10%,16.60%,Upgrade
Return on Capital (ROIC),55.10%,60.70%,60.90%,49.00%,42.90%,37.20%,38.40%,52.00%,49.90%,80.10%,119.10%,Upgrade
Earnings Yield,2.77%,3.79%,3.00%,2.87%,3.82%,2.19%,4.79%,5.11%,3.41%,6.41%,7.58%,Upgrade
FCF Yield,2.30%,3.39%,2.75%,2.93%,3.73%,4.26%,5.90%,6.21%,6.64%,7.84%,8.52%,Upgrade
Dividend Yield,0.81%,0.95%,0.82%,0.99%,1.36%,1.70%,2.25%,2.77%,2.80%,2.61%,2.61%,Upgrade
Payout Ratio,28.10%,24.90%,27.00%,34.20%,35.20%,76.70%,46.50%,53.70%,81.20%,40.20%,34.10%,Upgrade
Buyback Yield / Dilution,0.93%,0.89%,0.98%,0.90%,0.53%,0.49%,2.26%,2.92%,1.73%,0.84%,0.42%,Upgrade
Total Shareholder Return,1.74%,1.84%,1.79%,1.89%,1.89%,2.18%,4.51%,5.69%,4.52%,3.45%,3.04%,Upgrade
