Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,465","1,217","1,334",797,894,645,831,600,343,332,372,Upgrade
Market Cap Growth,-,-8.76%,67.38%,-10.87%,38.70%,-22.38%,38.37%,74.83%,3.51%,-10.83%,8.95%,Upgrade
Enterprise Value,"26,662","26,007","24,121","22,936","21,005","17,992","17,456","15,141","13,925","12,218","12,224",Upgrade
PE Ratio,7.78,8.06,11.98,8.40,9.55,6.80,11.65,9.36,7.25,8.67,5.18,Upgrade
PS Ratio,4.24,3.95,5.43,3.87,4.69,3.47,4.79,3.76,2.39,3.17,2.26,Upgrade
PB Ratio,1.02,0.96,1.10,0.80,1.12,0.86,1.17,0.93,0.62,0.61,1.12,Upgrade
P/FCF Ratio,2.19,1.50,3.06,-8.43,-45.40,3.22,4.75,2.82,1.86,2.14,1.19,Upgrade
P/OCF Ratio,2.19,1.50,3.06,-8.43,-45.40,3.22,4.75,2.82,1.86,2.14,1.19,Upgrade
EV/Sales Ratio,85.90,84.36,98.10,111.29,110.22,96.82,100.64,94.82,97.00,116.81,74.37,Upgrade
EV/EBITDA Ratio,118.26,115.24,139.86,158.53,151.50,132.27,133.41,126.82,135.28,239.97,112.07,Upgrade
EV/EBIT Ratio,118.26,115.24,139.86,158.53,151.50,132.27,133.41,126.82,135.28,239.97,112.07,Upgrade
EV/FCF Ratio,44.40,32.14,55.27,-242.59,-1066.30,89.95,99.74,71.19,75.31,78.80,38.93,Upgrade
Debt / Equity Ratio,20.28,20.17,19.52,23.35,25.92,23.62,23.90,23.01,26.72,24.28,37.89,Upgrade
Debt / EBITDA Ratio,116.27,113.66,137.39,160.16,149.40,130.66,129.37,124.01,143.70,260.23,115.53,Upgrade
Debt / FCF Ratio,43.65,31.70,54.30,-245.09,-1051.58,88.85,96.72,69.61,80.00,85.45,40.13,Upgrade
Asset Turnover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
Return on Equity (ROE),12.00%,12.30%,9.50%,11.00%,12.10%,12.50%,10.40%,10.80%,8.40%,7.40%,19.90%,Upgrade
Return on Assets (ROA),0.60%,0.60%,0.50%,0.40%,0.40%,0.50%,0.40%,0.40%,0.30%,0.30%,0.50%,Upgrade
Return on Capital (ROIC),0.40%,0.50%,0.40%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%,0.20%,0.40%,Upgrade
Earnings Yield,11.45%,12.40%,8.35%,11.91%,10.47%,14.72%,8.58%,10.68%,13.79%,11.53%,19.30%,Upgrade
FCF Yield,45.67%,66.48%,32.71%,-11.86%,-2.20%,31.02%,21.07%,35.43%,53.84%,46.73%,84.38%,Upgrade
Dividend Yield,2.97%,3.37%,2.84%,4.31%,3.35%,3.84%,1.84%,1.82%,2.03%,1.85%,1.40%,Upgrade
Payout Ratio,28.30%,27.10%,34.00%,36.20%,32.00%,26.00%,21.40%,17.00%,14.80%,16.00%,7.20%,Upgrade
Buyback Yield / Dilution,-0.33%,-0.32%,-0.28%,-0.23%,-0.40%,-0.48%,-1.28%,3.63%,0.53%,-0.66%,-3.38%,Upgrade
Total Shareholder Return,-0.33%,3.05%,2.56%,4.08%,2.96%,3.36%,0.56%,5.44%,2.55%,1.19%,-1.98%,Upgrade
