Year,Current,2022,2021
Market Capitalization,335,325,282
Market Cap Growth,-,15.42%,-
Enterprise Value,334,324,280
PE Ratio,147.71,140.23,-2553.75
PB Ratio,-40.05,-40.05,-42.56
P/FCF Ratio,-390.59,-390.59,-404.28
P/OCF Ratio,-390.59,-390.59,-404.28
EV/EBITDA Ratio,144.08,139.88,-2538.00
EV/EBIT Ratio,144.08,139.88,-2538.00
EV/FCF Ratio,-389.61,-389.61,-401.78
Current Ratio,2.31,2.31,15.70
Return on Equity (ROE),-30.70%,-30.70%,-
Return on Assets (ROA),0.90%,0.90%,-
Return on Capital (ROIC),0.90%,0.90%,-
Earnings Yield,0.69%,0.71%,-0.04%
FCF Yield,-0.25%,-0.26%,-0.25%
Buyback Yield / Dilution,-325.41%,-325.41%,-
Total Shareholder Return,-325.41%,-325.41%,-
