Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,395,554,583,533,627,492,554,643,432,460,487,Upgrade
Market Cap Growth,-,-4.97%,9.41%,-15.02%,27.42%,-11.24%,-13.84%,49.09%,-6.12%,-5.51%,21.54%,Upgrade
Enterprise Value,442,403,4,-3,603,487,538,643,380,435,529,Upgrade
PE Ratio,5.98,7.79,11.00,9.90,12.83,10.56,19.03,16.75,14.29,13.61,15.43,Upgrade
PS Ratio,1.90,2.59,3.19,2.99,3.79,3.30,4.00,4.33,3.11,3.20,3.48,Upgrade
PB Ratio,0.78,1.17,1.00,0.89,1.12,1.11,1.34,1.55,1.05,1.17,1.26,Upgrade
P/FCF Ratio,5.00,7.16,11.38,7.25,12.85,8.88,11.76,16.87,11.43,8.75,8.09,Upgrade
P/OCF Ratio,4.81,7.03,10.59,6.88,12.56,8.56,11.06,15.62,10.46,7.95,7.76,Upgrade
EV/Sales Ratio,2.13,1.88,0.02,-0.02,3.65,3.27,3.88,4.32,2.73,3.03,3.78,Upgrade
EV/EBITDA Ratio,5.10,4.29,0.05,-0.04,9.16,7.87,9.93,10.16,8.24,8.06,10.42,Upgrade
EV/EBIT Ratio,5.49,4.59,0.06,-0.05,9.89,8.44,10.81,11.02,9.35,9.06,11.68,Upgrade
EV/FCF Ratio,5.60,5.20,0.08,-0.04,12.36,8.79,11.41,16.85,10.05,8.27,8.79,Upgrade
Debt / Equity Ratio,0.28,0.17,0.19,0.20,0.20,0.16,0.14,0.20,0.11,0.15,0.31,Upgrade
Debt / EBITDA Ratio,1.65,0.86,1.52,1.70,1.69,1.13,1.06,1.28,1.01,1.13,2.32,Upgrade
Debt / FCF Ratio,1.81,1.04,2.13,1.66,2.28,1.26,1.22,2.13,1.23,1.16,1.96,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),14.10%,15.00%,9.00%,9.10%,9.50%,10.90%,6.80%,9.20%,7.40%,8.40%,8.40%,Upgrade
Return on Assets (ROA),1.30%,1.40%,1.10%,1.20%,1.40%,1.60%,1.00%,1.30%,1.00%,1.10%,1.10%,Upgrade
Return on Capital (ROIC),1.70%,1.90%,1.60%,1.70%,1.80%,2.00%,1.70%,2.00%,1.40%,1.60%,1.50%,Upgrade
Earnings Yield,16.76%,12.84%,9.09%,10.11%,7.79%,9.47%,5.26%,5.97%,7.00%,7.35%,6.48%,Upgrade
FCF Yield,20.00%,13.96%,8.79%,13.80%,7.78%,11.27%,8.51%,5.93%,8.75%,11.43%,12.37%,Upgrade
Dividend Yield,3.91%,2.58%,2.40%,2.68%,2.11%,2.54%,5.51%,1.90%,2.91%,2.79%,1.31%,Upgrade
Payout Ratio,23.40%,20.10%,26.40%,26.50%,27.10%,26.80%,105.00%,31.70%,41.70%,38.00%,20.30%,Upgrade
Buyback Yield / Dilution,3.83%,7.42%,3.83%,-6.61%,-4.97%,-0.25%,0.75%,4.04%,2.95%,0.63%,-0.53%,Upgrade
Total Shareholder Return,7.74%,10.00%,6.23%,-3.94%,-2.86%,2.29%,6.26%,5.94%,5.86%,3.42%,0.78%,Upgrade
