Year,Current,2022,2021
Market Capitalization,101,108,292
Market Cap Growth,-,-63.14%,-
Enterprise Value,102,108,292
PE Ratio,-27.49,-27.49,-262.79
PB Ratio,-8.23,-8.23,-32.76
P/FCF Ratio,-85.37,-85.37,-213.33
P/OCF Ratio,-85.37,-85.37,-213.33
EV/EBITDA Ratio,-47.91,-47.91,-263.83
EV/EBIT Ratio,-47.91,-47.91,-263.83
EV/FCF Ratio,-85.99,-85.99,-213.02
Debt / Equity Ratio,-0.07,-0.07,-
Debt / EBITDA Ratio,-0.38,-0.38,-
Debt / FCF Ratio,-0.68,-0.68,-
Current Ratio,0.06,0.06,1.83
Return on Equity (ROE),36.00%,36.00%,-
Return on Assets (ROA),-2.80%,-2.80%,-
Return on Capital (ROIC),-1.70%,-1.70%,-
Earnings Yield,-3.87%,-3.64%,-0.38%
FCF Yield,-1.25%,-1.17%,-0.47%
Buyback Yield / Dilution,20.10%,20.10%,-
Total Shareholder Return,20.10%,20.10%,-
