Year,Current,2022,2021
Market Capitalization,261,256,252
Market Cap Growth,-,1.89%,-
Enterprise Value,261,256,250
PE Ratio,145.71,427.85,-440.45
PB Ratio,-50.81,-54.13,-74.15
P/FCF Ratio,-210.76,-233.99,-256.03
P/OCF Ratio,-210.76,-233.99,-256.03
EV/EBITDA Ratio,100.32,223.90,-437.19
EV/EBIT Ratio,100.32,223.90,-437.19
EV/FCF Ratio,-210.51,-233.35,-254.14
Current Ratio,0.36,0.89,8.62
Return on Equity (ROE),-37.60%,-14.10%,-
Return on Assets (ROA),0.90%,0.30%,-
Return on Capital (ROIC),1.30%,0.60%,-
Earnings Yield,0.66%,0.23%,-0.23%
FCF Yield,-0.47%,-0.43%,-0.39%
Buyback Yield / Dilution,-52.93%,-,
Total Shareholder Return,-52.93%,-,
